,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,UK,DE,FR,IT,RU,AT,BE,CH,ES,NL,DK,IE,LU,NO,SE,PL,PT,TR,CZ,FI,GR,HU,RO,SI,SK,UA,BG,BY,CY,EE,LT,LV,MD,MT,DATE
190,191,-45,Naps - Ã QUOI TU JOUES,10,93,,1524,-349,0.022,,,34.0,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
191,192,-1,A.V.G & MACAN - Ð¡Ð¿Ð¾Ð¹,152,61,,1522,-15,0.374,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,95.0,,89.0,,67.0,24.0,,2024-06-30
192,193,-36,Asake & Central Cee - Wave,9,117,,1519,-277,0.018,37.0,,,,,,,179.0,,,,92.0,,,138.0,,94.0,,,,,,,,,,,,,,,,,,2024-06-30
193,194,+11,Olly & JVLI - Devastante,66,127,,1506,85,0.168,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
194,195,+6,Ð¢ÑÐ¸ Ð´Ð½Ñ Ð´Ð¾Ð¶Ð´Ñ & MONA - ÐÑÐ¾ÑÐ°Ð½Ð¸Ðµ,252,55,,1502,52,0.648,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,21.0,,93.0,,37.0,,,2024-06-30
195,196,-8,Green Montana - barcelona92,82,44,,1501,-59,0.205,,,49.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
196,197,+11,Vance Joy - Riptide,312,56,,1498,92,1.659,77.0,164.0,,,,90.0,146.0,76.0,,147.0,,120.0,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
197,198,+21,Rihanna - Umbrella,196,12,,1489,161,1.098,116.0,136.0,,,,108.0,105.0,97.0,,179.0,188.0,182.0,64.0,157.0,140.0,123.0,,,,199.0,,,134.0,,,,,,,,,,,93.0,2024-06-30
198,199,-9,Jul - BB,8,187,,1479,-68,0.03,,,31.0,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-30
199,200,-5,"Big Baby Tape, Aarne & Voskresenskii - Taz Muzik",2,195,,1471,-24,0.004,,,,,34.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,59.0,,38.0,56.0,,2024-06-30
200,1,=,Sabrina Carpenter - Espresso,81,1,(x20),18141,-91,1.204,3.0,7.0,18.0,87.0,,3.0,4.0,6.0,38.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,36.0,9.0,3.0,18.0,11.0,9.0,10.0,11.0,31.0,13.0,,2.0,5.0,6.0,6.0,46.0,1.0,2024-07-01
201,2,=,floyymenor & Cris Mj - Gata Only,112,1,(x12),17179,200,1.508,,8.0,4.0,22.0,23.0,6.0,2.0,1.0,15.0,16.0,132.0,,1.0,55.0,41.0,21.0,8.0,72.0,16.0,30.0,45.0,10.0,7.0,24.0,19.0,6.0,20.0,,17.0,11.0,13.0,7.0,2.0,8.0,2024-07-01
202,3,=,Benson Boone - Beautiful Things,165,1,(x83),16399,-142,2.796,6.0,15.0,19.0,46.0,,8.0,5.0,3.0,35.0,13.0,18.0,15.0,4.0,12.0,15.0,14.0,11.0,,8.0,38.0,97.0,59.0,32.0,22.0,21.0,25.0,95.0,27.0,16.0,38.0,21.0,24.0,56.0,5.0,2024-07-01
203,4,=,Eminem - Houdini,32,2,(x6),14432,-260,0.514,4.0,4.0,127.0,91.0,,1.0,15.0,2.0,,7.0,10.0,12.0,7.0,7.0,8.0,13.0,23.0,,12.0,9.0,,14.0,28.0,23.0,17.0,78.0,34.0,,22.0,14.0,10.0,9.0,,11.0,2024-07-01
204,5,+2,Billie Eilish - BIRDS OF A FEATHER,46,3,(x4),14379,453,0.688,9.0,11.0,106.0,103.0,,9.0,13.0,8.0,89.0,5.0,4.0,26.0,2.0,10.0,4.0,8.0,9.0,68.0,17.0,11.0,35.0,36.0,16.0,15.0,25.0,66.0,37.0,,7.0,16.0,2.0,13.0,59.0,4.0,2024-07-01
205,6,-1,Sabrina Carpenter - Please Please Please,25,5,,14197,130,0.321,2.0,20.0,165.0,90.0,,12.0,21.0,10.0,51.0,2.0,7.0,3.0,18.0,1.0,5.0,7.0,10.0,79.0,18.0,8.0,49.0,29.0,22.0,9.0,28.0,,45.0,,13.0,18.0,19.0,28.0,,3.0,2024-07-01
206,7,-1,Hozier - Too Sweet,101,6,,14188,224,1.199,7.0,13.0,77.0,136.0,,2.0,14.0,5.0,,10.0,19.0,6.0,9.0,6.0,9.0,5.0,15.0,,7.0,15.0,52.0,18.0,17.0,13.0,22.0,35.0,42.0,,12.0,25.0,7.0,18.0,76.0,2.0,2024-07-01
207,8,=,Artemas - i like the way you kiss me,104,2,(x7),13627,-236,1.515,32.0,6.0,50.0,47.0,,5.0,7.0,12.0,91.0,20.0,49.0,50.0,5.0,20.0,12.0,3.0,,,11.0,24.0,,26.0,45.0,45.0,13.0,17.0,60.0,,38.0,7.0,11.0,17.0,61.0,13.0,2024-07-01
208,9,+1,Kendrick Lamar - Not Like Us,58,2,(x2),11512,249,0.639,20.0,37.0,130.0,102.0,,29.0,23.0,20.0,186.0,9.0,13.0,31.0,8.0,11.0,7.0,19.0,6.0,116.0,31.0,14.0,36.0,34.0,15.0,20.0,26.0,,32.0,,21.0,27.0,14.0,12.0,42.0,10.0,2024-07-01
209,10,-1,Billie Eilish - LUNCH,46,1,(x14),11428,138,0.748,29.0,38.0,64.0,107.0,,26.0,12.0,21.0,117.0,8.0,12.0,44.0,13.0,13.0,10.0,16.0,14.0,169.0,24.0,17.0,,67.0,56.0,34.0,36.0,53.0,57.0,,30.0,33.0,16.0,27.0,,22.0,2024-07-01
210,11,+1,Shaboozey - A Bar Song,73,11,,11094,450,0.609,1.0,26.0,,,,16.0,44.0,4.0,,12.0,9.0,4.0,15.0,5.0,3.0,42.0,,,13.0,31.0,,55.0,153.0,63.0,29.0,,,81.0,36.0,74.0,32.0,44.0,,7.0,2024-07-01
211,12,-1,Teddy Swims - Lose Control,240,3,(x20),10815,-29,2.64,14.0,36.0,141.0,174.0,,20.0,41.0,16.0,61.0,23.0,22.0,47.0,12.0,23.0,18.0,15.0,16.0,,22.0,107.0,93.0,68.0,40.0,39.0,34.0,13.0,21.0,,18.0,37.0,24.0,34.0,26.0,12.0,2024-07-01
212,13,=,Billie Eilish - CHIHIRO,46,2,(x12),10443,591,0.692,51.0,41.0,90.0,144.0,,38.0,11.0,18.0,126.0,11.0,23.0,62.0,10.0,24.0,16.0,10.0,7.0,97.0,27.0,35.0,64.0,53.0,34.0,31.0,39.0,19.0,78.0,,20.0,20.0,5.0,16.0,43.0,14.0,2024-07-01
213,14,=,Myles Smith - Stargazing,52,13,,9998,429,0.387,5.0,17.0,97.0,131.0,,11.0,31.0,7.0,,38.0,43.0,14.0,24.0,38.0,68.0,123.0,,,61.0,125.0,,93.0,,64.0,44.0,,,,,,,95.0,,28.0,2024-07-01
214,15,=,Taylor Swift - Fortnight,74,1,(x8),9377,162,1.041,15.0,32.0,129.0,140.0,,46.0,50.0,30.0,116.0,19.0,29.0,2.0,21.0,15.0,14.0,45.0,18.0,197.0,97.0,43.0,,,199.0,58.0,,,,,40.0,55.0,41.0,,,20.0,2024-07-01
215,16,+1,Tommy Richman - Million Dollar Baby,62,8,,8895,185,0.611,22.0,34.0,149.0,,,31.0,76.0,22.0,,30.0,42.0,58.0,25.0,25.0,25.0,26.0,36.0,,49.0,55.0,94.0,45.0,49.0,85.0,37.0,11.0,14.0,,28.0,34.0,20.0,5.0,15.0,19.0,2024-07-01
216,17,+1,Central Cee & Lil Baby - BAND4BAND,39,8,,8741,167,0.443,18.0,40.0,,,,28.0,27.0,17.0,,26.0,59.0,59.0,6.0,43.0,50.0,65.0,22.0,,59.0,42.0,54.0,61.0,50.0,51.0,35.0,,27.0,,39.0,,67.0,66.0,90.0,29.0,2024-07-01
217,18,-2,Taylor Swift - Cruel Summer,393,4,,8542,-389,3.82,17.0,49.0,,,,36.0,43.0,31.0,87.0,15.0,38.0,1.0,30.0,16.0,17.0,49.0,39.0,,74.0,49.0,,,161.0,57.0,,,,67.0,42.0,68.0,74.0,,,31.0,2024-07-01
218,19,=,Coldplay - Viva La Vida,654,12,,8011,-148,3.418,16.0,56.0,162.0,133.0,,41.0,38.0,27.0,106.0,35.0,99.0,27.0,20.0,31.0,39.0,193.0,48.0,,54.0,51.0,,46.0,70.0,28.0,71.0,,,,37.0,,,,,23.0,2024-07-01
219,20,=,Dasha - Austin,112,17,,7822,-230,0.728,10.0,18.0,,,,13.0,84.0,25.0,,45.0,58.0,17.0,46.0,30.0,71.0,119.0,,,,62.0,,,,,,,,,,,90.0,,,27.0,2024-07-01
220,21,=,Mark Ambor - Belong Together,105,17,,7820,-103,0.665,19.0,16.0,99.0,,,15.0,54.0,11.0,,46.0,180.0,57.0,54.0,40.0,,113.0,,,68.0,182.0,,,,,86.0,,,,,,,,,37.0,2024-07-01
221,22,+5,"Chappell Roan - Good Luck, Babe",35,22,,7505,549,0.162,11.0,53.0,,,,44.0,107.0,33.0,178.0,28.0,89.0,10.0,44.0,32.0,28.0,50.0,24.0,,,22.0,,,90.0,44.0,,,,,52.0,90.0,42.0,47.0,,18.0,2024-07-01
222,23,-1,Dua Lipa - Training Season,137,3,(x4),7463,-326,1.52,42.0,79.0,41.0,64.0,,45.0,74.0,41.0,189.0,37.0,64.0,74.0,51.0,48.0,42.0,47.0,40.0,143.0,92.0,74.0,,51.0,,,56.0,94.0,,,50.0,,88.0,,,78.0,2024-07-01
223,24,+2,Post Malone - I Had Some Help,53,12,,7218,99,0.425,8.0,65.0,,,,40.0,153.0,29.0,,22.0,21.0,11.0,,19.0,13.0,85.0,81.0,,67.0,69.0,,,,75.0,84.0,,,,85.0,,61.0,,,17.0,2024-07-01
224,25,+3,"Adam Port, Stryv, Keinemusik, Orso & Malachiii - Move",24,25,,7131,316,0.1,166.0,47.0,80.0,128.0,,33.0,33.0,13.0,,43.0,,,23.0,,,183.0,3.0,132.0,,,3.0,20.0,3.0,67.0,51.0,33.0,15.0,,4.0,70.0,60.0,49.0,1.0,9.0,2024-07-01
225,26,-2,CYRIL - Stumblin' In,157,18,,6877,-632,0.94,,14.0,32.0,,,7.0,29.0,63.0,,21.0,,,31.0,,,91.0,,,,,,,185.0,88.0,73.0,,,,,96.0,,,,,2024-07-01
226,27,-4,Coldplay - feelslikeimfallinginlove,11,14,,6811,-702,0.088,13.0,84.0,,81.0,,35.0,143.0,14.0,,40.0,100.0,35.0,55.0,28.0,43.0,,74.0,,,47.0,,81.0,143.0,78.0,,,,,53.0,,,,,35.0,2024-07-01
227,28,-3,"Jaxomy, Agatino Romero & Raffaella CarrÃ - Pedro",83,16,,6497,-698,0.582,,21.0,,,146.0,18.0,22.0,57.0,160.0,29.0,164.0,,61.0,111.0,100.0,20.0,,,4.0,25.0,,39.0,,38.0,9.0,,,,,23.0,45.0,89.0,,83.0,2024-07-01
228,29,=,Disturbed - The Sound of Silence,129,24,,6273,-316,0.774,,96.0,12.0,,,123.0,35.0,32.0,159.0,,79.0,,29.0,34.0,66.0,6.0,67.0,,15.0,,,15.0,55.0,,14.0,51.0,,,,67.0,39.0,86.0,,42.0,2024-07-01
229,30,=,BeyoncÃ© - TEXAS HOLD 'EM,141,1,(x1),5868,-680,1.841,64.0,44.0,87.0,,,23.0,45.0,56.0,,25.0,50.0,75.0,27.0,42.0,79.0,,,,,,,,,,,,,,,,,,,64.0,2024-07-01
230,31,=,David Guetta & OneRepublic - I Don't Wanna Wait,78,29,,5834,-472,0.315,33.0,33.0,42.0,,,24.0,154.0,34.0,,135.0,75.0,152.0,,102.0,86.0,,,,,157.0,,,,,,,,,,,,,,67.0,2024-07-01
231,32,=,Tate McRae - greedy,291,1,(x58),5773,-144,3.928,76.0,45.0,,,,43.0,65.0,50.0,,31.0,54.0,92.0,41.0,51.0,44.0,34.0,66.0,,45.0,79.0,,76.0,115.0,,61.0,71.0,59.0,22.0,41.0,78.0,47.0,54.0,,33.0,2024-07-01
232,33,+3,Jordan Adetunji - Kehlani,11,33,,5588,1078,0.046,21.0,42.0,200.0,,,65.0,81.0,19.0,,77.0,,98.0,14.0,,133.0,,42.0,,,,,,38.0,,,,,,,,,,,,2024-07-01
233,34,-1,GIMS & DYSTINCT - SPIDER,52,32,,4975,-24,0.244,,,1.0,,,,1.0,23.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
234,35,-1,"$OHO BANI, Herbert Groenemeyer & Ericson - ZEIT, DASS SICH WAS DREHT",122,34,,4897,61,0.389,,1.0,,,,4.0,,15.0,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
235,36,+10,Billie Eilish - WILDFLOWER,46,7,,4734,889,0.442,70.0,102.0,,,,90.0,59.0,51.0,,34.0,47.0,99.0,22.0,29.0,45.0,62.0,21.0,,,66.0,,,104.0,89.0,,,,,48.0,86.0,48.0,96.0,,57.0,2024-07-01
236,37,+2,AYLIVA & Apache 207 - Wunder,67,36,,4452,66,0.322,,2.0,,,,10.0,,35.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
237,38,=,Carbonne - Imagine,60,38,,4378,-27,0.267,,,2.0,,,,3.0,52.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
238,39,+2,Ariana Grande - we can't be friends,116,2,(x19),4282,45,1.236,49.0,101.0,198.0,,,93.0,87.0,75.0,,57.0,46.0,68.0,68.0,26.0,27.0,60.0,61.0,,,44.0,,,,,,,,,70.0,,81.0,,,34.0,2024-07-01
239,40,+3,PASHANIM - Mittelmeer,39,34,,4205,116,0.186,,5.0,,,,14.0,,24.0,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
240,41,-6,Miley Cyrus - Flowers,535,1,(x181),4177,-601,6.881,93.0,82.0,,,,50.0,72.0,46.0,107.0,69.0,86.0,77.0,40.0,47.0,60.0,52.0,,,43.0,102.0,,,,,,98.0,,14.0,77.0,,66.0,,,47.0,2024-07-01
241,42,=,Dua Lipa - Houdini,235,1,(x6),4147,-76,2.366,82.0,81.0,145.0,,,61.0,55.0,79.0,166.0,24.0,,131.0,56.0,161.0,55.0,24.0,85.0,,,,,88.0,,,,,,,,,,,,,2024-07-01
242,43,+10,Billie Eilish - BLUE,46,6,,4120,570,0.444,180.0,89.0,,,,63.0,77.0,42.0,,41.0,70.0,171.0,32.0,50.0,78.0,40.0,33.0,,81.0,77.0,,,108.0,,82.0,72.0,,,46.0,56.0,28.0,62.0,100.0,70.0,2024-07-01
243,44,-7,Dua Lipa - Illusion,81,8,,4041,-427,0.527,28.0,129.0,139.0,,,108.0,99.0,71.0,,39.0,63.0,100.0,,178.0,48.0,55.0,86.0,,,78.0,,,,,,,,,,,,,,49.0,2024-07-01
244,45,-5,The Weeknd - Blinding Lights,1603,1,(x129),4032,-354,16.791,86.0,90.0,,,,86.0,60.0,40.0,,44.0,83.0,,49.0,37.0,49.0,46.0,98.0,,63.0,80.0,,,,,,,,,,64.0,52.0,,,32.0,2024-07-01
245,46,-1,Camila Cabello - HOT UPTOWN,3,45,,3958,105,0.013,52.0,,,130.0,,198.0,140.0,44.0,104.0,49.0,112.0,134.0,,76.0,30.0,41.0,28.0,,,142.0,,,60.0,,90.0,93.0,94.0,,55.0,,38.0,73.0,,21.0,2024-07-01
246,47,=,"Gradur, SDM & Rsko - TI TI TI",17,43,,3924,121,0.064,,,6.0,,,,9.0,94.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
247,48,=,Heuss L'enfoirÃ© - MÃ©lanine,59,42,,3873,80,0.212,,,3.0,,,,6.0,134.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
248,49,+5,GReeeN - Panama,22,48,,3804,376,0.067,,9.0,,,,17.0,,37.0,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
249,50,-1,Noah Kahan - Stick Season,255,13,,3702,23,1.512,12.0,,,,,,90.0,83.0,,33.0,177.0,21.0,,80.0,130.0,,,,,,,,,,,,,,,,,,,,2024-07-01
250,51,-1,KeBlack - Boucan,68,47,,3529,-65,0.252,,,5.0,,,,10.0,175.0,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
251,52,+17,Travis Scott - FEN,258,2,(x4),3482,535,1.225,,97.0,,,,73.0,80.0,49.0,,27.0,,,37.0,125.0,181.0,44.0,92.0,,70.0,118.0,,87.0,23.0,,52.0,,44.0,,59.0,,92.0,61.0,45.0,55.0,2024-07-01
252,53,-9,"cassÃ¶, RAYE & D-Block Europe - Prada",323,5,,3458,-448,2.967,62.0,35.0,,,,47.0,61.0,,,66.0,192.0,82.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
253,54,+1,Tom Odell - Another Love,1107,2,(x1),3379,134,8.016,128.0,92.0,161.0,,,76.0,62.0,36.0,,48.0,,97.0,43.0,71.0,183.0,118.0,,,56.0,,,,,,92.0,,,83.0,,,,,,36.0,2024-07-01
254,55,-4,"Jungeli, Imen Es & Alonzo - Petit gÃ©nie",333,26,,3372,-200,1.328,,,10.0,,,,20.0,176.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
255,56,-4,Peter Schilling - Major Tom,23,52,,3349,-222,0.074,,3.0,,,,34.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
256,57,+5,Taylor Swift - I Can Do It With a Broken Heart,74,6,,3272,254,0.56,23.0,134.0,,,,125.0,,167.0,,61.0,135.0,9.0,,108.0,74.0,,68.0,,,113.0,,,,,,,,,,,,,,,2024-07-01
257,58,+2,Taylor Swift - Anti-Hero,604,1,(x5),3252,170,5.08,36.0,110.0,,,,97.0,159.0,89.0,,60.0,144.0,7.0,,110.0,56.0,,,,,145.0,,,,,,,,,,,,,,,2024-07-01
258,59,-3,Tony Effe & GAIA - SESSO E SAMBA,39,55,,3238,0,0.115,,,,1.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
259,60,-3,Jul - Oh qu'elle est belle,111,42,,3238,27,0.368,,,7.0,,,,17.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
260,61,=,"6PM RECORDS, Ski Aggu, Haaland936 & SIRA - JUNGE BALLER",25,42,,3119,50,0.092,,10.0,,,,25.0,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
261,62,+23,Billie Eilish - LâAMOUR DE MA VIE,46,8,,3113,465,0.381,136.0,148.0,,,,101.0,69.0,70.0,,50.0,60.0,173.0,47.0,52.0,72.0,76.0,27.0,,,92.0,,,164.0,71.0,,,,,43.0,,59.0,,,45.0,2024-07-01
262,63,+2,Taylor Swift - Lover,298,8,,3070,106,1.292,35.0,184.0,,,,118.0,127.0,113.0,,51.0,118.0,8.0,,85.0,77.0,,,,,173.0,,,,,,,,,99.0,,,,,66.0,2024-07-01
263,64,+12,Eminem - Mockingbird,620,6,,3054,256,3.452,174.0,68.0,,,126.0,54.0,113.0,39.0,,176.0,139.0,,48.0,127.0,82.0,77.0,,,62.0,123.0,,,,,77.0,96.0,,,,,,,,,2024-07-01
264,65,+15,Big Baby Tape & Aarne - Supersonic,4,65,,3021,306,0.01,,,,,2.0,,,,,,,,,,,144.0,,,,,,,,,,18.0,,,96.0,2.0,33.0,1.0,10.0,,2024-07-01
265,66,-8,"Meduza, OneRepublic & Leony - Fire",32,58,,3007,-204,0.099,,12.0,,,,21.0,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
266,67,=,ANNA - 30ÂºC,32,63,,2964,9,0.084,,,,2.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
267,68,+14,"uniqe, nkeeei & ARTEM SHILOVETS - ÐÐÐÐÐ£Ð",6,68,,2921,243,0.017,,,,,3.0,,,,,,,,,,,191.0,,,,,,,,,,16.0,,,,3.0,58.0,2.0,11.0,,2024-07-01
268,69,+5,Jakone & Kiliana - ÐÑÑÐ°Ð»ÑÑ,10,69,,2909,59,0.027,,,,,1.0,,,,,,,,,,,,,,,,,,,,,43.0,,35.0,,13.0,,14.0,6.0,,2024-07-01
269,70,-2,Slimane - Mon amour,55,10,,2877,-72,0.379,,,40.0,,,,18.0,58.0,,,,,17.0,,,,,,,,,,,,,,,,73.0,,,,,,2024-07-01
270,71,+8,Jul - Il pleut des balles,25,55,,2838,114,0.075,,,8.0,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
271,72,-1,Monetochka - Ð¡ÐµÐ»ÑÑÐ°ÑÐ¼,36,62,,2825,-93,0.111,,,,,4.0,,,,,,,,,,,,,,,,,,,,,28.0,,8.0,98.0,21.0,64.0,3.0,77.0,,2024-07-01
272,73,+11,Taylor Swift - Down Bad,74,3,(x2),2817,142,0.573,57.0,157.0,,,,143.0,,197.0,,54.0,57.0,23.0,,69.0,23.0,,71.0,,,60.0,,,,,,,,,,,,,,40.0,2024-07-01
273,74,-1,ÐÐ¸Ð¾ ÐÐ¸ÐÐ° & MIRAVI - ÐÐ¸Ñ,70,65,,2793,-88,0.191,,,,,5.0,,,,,,,,,,,,,,,,,,,,,12.0,,18.0,,40.0,,23.0,3.0,,2024-07-01
274,75,+12,Werenoi - Pyramide,137,29,,2779,150,0.521,,,21.0,,,,16.0,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
275,76,+7,Booba & SDM - Dolce Camara,144,30,,2775,98,0.447,,,13.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
276,77,-18,David Guetta & Bebe Rexha - I'm Good,631,1,(x31),2774,-408,5.482,190.0,95.0,,,,72.0,97.0,38.0,,78.0,151.0,,50.0,87.0,106.0,96.0,,,34.0,138.0,,84.0,137.0,,80.0,,,,67.0,,,,,58.0,2024-07-01
277,78,=,THEODORT - Wayeh,50,60,,2771,42,0.151,,,9.0,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
278,79,-4,IÃ±igo Quintero - Si No EstÃ¡s,281,2,(x5),2743,-78,2.497,,,47.0,,,,114.0,26.0,102.0,,,,28.0,,,,25.0,,,,,,,,,,,,,,,,,,2024-07-01
279,80,+1,Rose Villain - COME UN TUONO,112,76,,2725,18,0.294,,,,3.0,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
280,81,-15,Kygo & Ava Max - Whatever,164,20,,2720,-240,0.732,96.0,75.0,74.0,,,53.0,,68.0,,,,,,36.0,195.0,,,,,,,,,,,,,,,,,,,,2024-07-01
281,82,-19,Udo Lindenberg & Apache 207 - Komet,526,25,,2714,-296,2.331,,25.0,,,,37.0,,62.0,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
282,83,-11,Franglish - Position,131,42,,2640,-243,0.449,,,15.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
283,84,-20,"Macklemore & Ryan Lewis, Macklemore & Ryan Lewis - Can't Hold Us",270,26,,2616,-385,0.67,,58.0,,,,60.0,79.0,43.0,,102.0,197.0,,39.0,154.0,140.0,173.0,,,,,,,,,,,,,,,,,,,2024-07-01
284,85,+6,"Big Baby Tape, Aarne & Toxi$ - Ameli",4,85,,2604,79,0.01,,,,,7.0,,,,,,,,,,,,,,,,,,,,,30.0,,,,8.0,,4.0,29.0,,2024-07-01
285,86,+9,FOURTY & Bausa - VEMPA,55,75,,2589,163,0.155,,19.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
286,87,+3,Gazo & Tiakola - MAMI WATA,206,44,,2587,6,0.595,,,22.0,,,,32.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
287,88,+1,ÐÐµÐ½Ñ Ð¢ÑÐ¾ÑÐ¸Ð¼Ð¾Ð² & ÐÐ¾Ð¼Ð½Ð°ÑÐ° ÐºÑÐ»ÑÑÑÑÑ - ÐÐ¾ÐµÐ·Ð´Ð°,106,77,,2560,-62,0.253,,,,,6.0,,,,,,,,,,,,,,,,,,,,,49.0,,12.0,,52.0,,40.0,64.0,,2024-07-01
288,89,-12,Joost - Europapa,122,12,,2553,-233,0.435,,,,,,,8.0,,,6.0,,,,,64.0,,,,,41.0,,,,,,,,,,48.0,72.0,,,,2024-07-01
289,90,-2,Natasha Bedingfield - Unwritten,177,3,(x1),2505,-118,1.49,54.0,83.0,,,,52.0,166.0,120.0,,136.0,,195.0,,,,84.0,,,65.0,,,,,,47.0,,,,,,,,,,2024-07-01
290,91,+37,Vacra & PLK - Confidences,25,91,,2451,370,0.078,,,16.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
291,92,+14,Coldplay - A Sky Full of Stars,127,23,,2451,162,0.896,31.0,,,,,174.0,171.0,95.0,,99.0,,63.0,69.0,144.0,171.0,,,,,105.0,,95.0,168.0,,,,,,45.0,,,,,61.0,2024-07-01
292,93,+29,Coldplay - Yellow,130,26,,2423,315,1.108,25.0,,,,,120.0,192.0,145.0,,160.0,,56.0,64.0,105.0,191.0,,,,,129.0,,,,,,,,,79.0,,,,,53.0,2024-07-01
293,94,-1,Wallem - Ð¥Ð°ÑÐ¸Ð·Ð¼Ð°,109,66,,2421,-23,0.312,,,,,10.0,,,,,,,,,,,,,,,,,,,,,45.0,,24.0,,51.0,,46.0,16.0,,2024-07-01
294,95,+16,"Zartmann, Ski Aggu & Dauner - wie du manchmal fehlst",14,90,,2418,187,0.034,,22.0,,,,32.0,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
295,96,+1,XOLIDAYBOY - ÐÐ¾Ð¶Ð°ÑÑ,113,89,,2392,12,0.273,,,,,9.0,,,,,,,,,,,,,,,,,,,,,77.0,,3.0,,58.0,,22.0,,,2024-07-01
296,97,-27,ZERB & Sofiya Nzau - Mwaki,70,59,,2389,-540,0.204,,50.0,81.0,,,64.0,89.0,150.0,,,,,,,,,,,,,,,67.0,,,,71.0,,94.0,,,,22.0,,2024-07-01
297,98,-2,"SDP, Sido & Esther Graf - Mama hat gesagt",59,81,,2381,-22,0.134,,23.0,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
298,99,-7,Bennett - Vois sur ton chemin,327,13,,2377,-132,1.571,,30.0,,,,56.0,120.0,114.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
299,100,-2,ANNA ASTI - Ð¦Ð°ÑÐ¸ÑÐ°,354,53,,2365,-4,1.031,,,,,11.0,,,,,,,,,,,,,,,,,,,,,95.0,,4.0,82.0,44.0,,31.0,34.0,,2024-07-01
300,101,-1,Aya Nakamura - 42,12,60,,2363,0,0.034,,,14.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
301,102,-16,Harry Styles - As It Was,814,1,(x142),2362,-269,8.763,84.0,155.0,,,,109.0,86.0,93.0,,55.0,155.0,108.0,86.0,81.0,73.0,97.0,,,,134.0,,,,,,,,71.0,,,78.0,,,84.0,2024-07-01
302,103,+2,Geolier - IO TâO GIURâ,25,83,,2357,46,0.062,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
303,104,=,UZI & JKSN - 50G,9,102,,2343,29,0.021,,,11.0,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
304,105,+5,Big Baby Tape & Aarne - MJ Flow,4,105,,2322,83,0.009,,,,,13.0,,,,,,,,,,,,,,,,,,,,,37.0,,,,30.0,77.0,15.0,23.0,,2024-07-01
