,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,UK,DE,FR,IT,RU,AT,BE,CH,ES,NL,DK,IE,LU,NO,SE,PL,PT,TR,CZ,FI,GR,HU,RO,SI,SK,UA,BG,BY,CY,EE,LT,LV,MD,MT,DATE
305,106,-4,ANNA & GuÃ¨ - BIKINI,4,97,,2311,-46,0.009,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
306,107,+30,VEN1 - Hakayet,29,107,,2304,307,0.091,,,26.0,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
307,108,-9,Taylor Swift - You Need To Calm Down,216,6,,2302,-64,1.154,58.0,173.0,,,,134.0,,109.0,,58.0,129.0,13.0,,90.0,87.0,,,,,170.0,,,,,,,,,,,,,,,2024-07-01
308,109,-15,Teddy Swims - The Door,46,59,,2302,-135,0.184,30.0,,192.0,,,,183.0,103.0,,53.0,,169.0,,189.0,,163.0,,,,,,,,,,,,,,,,,,,2024-07-01
309,110,+5,Geolier & Ultimo - L'ULTIMA POESIA,95,67,,2295,95,0.243,,,,9.0,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
310,111,+1,Jul - J'fais plaisir Ã la zone,199,40,,2295,69,0.592,,,17.0,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
311,112,+38,"Future, Metro Boomin, Travis Scott & Playboi Carti - Type Shit",86,6,,2275,410,0.387,,91.0,,,,66.0,,87.0,,94.0,,,34.0,,,48.0,,,85.0,115.0,,60.0,25.0,,54.0,,35.0,,,80.0,,77.0,,60.0,2024-07-01
312,113,+6,ANNA & Artie 5ive - I LOVE IT,4,113,,2266,129,0.009,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
313,114,+10,PASHANIM - 2000,18,48,,2242,141,0.057,,24.0,,,,55.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
314,115,+20,"Big Baby Tape, Aarne & ÐÐ»Ð°ÑÐ¸Ð½Ð° - Edm",4,115,,2232,217,0.008,,,,,14.0,,,,,,,,,,,,,,,,,,,,,44.0,,,,26.0,,11.0,47.0,,2024-07-01
315,116,-15,Ð¢Ð°ÑÑÑÐ½Ð° ÐÑÑÑÑÐºÐ¾Ð²Ð° - ÐÐ°ÑÑÑÐºÐ°,116,90,,2226,-132,0.276,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,65.0,,93.0,,,,,2024-07-01
316,117,-10,ANNA & Lazza - BBE,53,98,,2222,-44,0.111,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
317,118,+7,KAROL G - Si Antes Te Hubiera Conocido,10,105,,2206,105,0.022,,,,129.0,,,164.0,45.0,1.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
318,119,+13,Werenoi - Maudit,137,31,,2188,141,0.46,,,28.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
319,120,-7,ANNA & Sfera Ebbasta - CHICA ITALIANA,4,113,,2179,-43,0.009,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
320,121,+9,BLIZKEY - ÐÐ¾ÑÑ,8,121,,2175,121,0.021,,,,,12.0,,,,,,,,,,,,,,,,,,,,,74.0,,93.0,,47.0,,50.0,,,2024-07-01
321,122,-6,Tananai & Annalisa - STORIE BREVI,26,100,,2152,-37,0.056,,,,13.0,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
322,123,-14,MORGENSHTERN - ÐÐ¾ÑÐ»ÐµÐ´Ð½ÑÑ ÐÑÐ±Ð¾Ð²Ñ,116,56,,2132,-108,0.341,,,,,16.0,,,,,,,,,,,,,,,,,,,,,60.0,,,93.0,35.0,,8.0,62.0,,2024-07-01
323,124,-10,Maes & Ninho - SURVIE,39,52,,2130,-83,0.122,,,25.0,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
324,125,+24,Chapo102 & Nina Chuba - Randali,3,125,,2121,237,0.007,,29.0,,,,42.0,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
325,126,+17,Ninho - La vie qu'on mÃ¨ne,1170,43,,2116,184,3.443,,,31.0,,,,39.0,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
326,127,+25,Djadja & Dinaz - Continents,3,127,,2104,256,0.006,,,20.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
327,128,-11,"ANNA, Tony Boy & thasup - ABC",4,105,,2096,-83,0.009,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
328,129,-6,Big Baby Tape & Aarne - Training Day,4,117,,2096,-10,0.008,,,,,17.0,,,,,,,,,,,,,,,,,,,,,54.0,,,,43.0,,19.0,25.0,,2024-07-01
329,130,-12,Naza - Une histoire,10,66,,2085,-68,0.027,,,23.0,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
330,131,=,Ski Aggu & Ikkimel - DEUTSCHLAND ð©ðª,3,131,,2075,22,0.007,,28.0,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
331,132,-6,Mahmood - RA TA TA,17,96,,2066,-30,0.039,,,,16.0,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
332,133,+24,Taylor Swift - Whoâs Afraid of Little Old Me,74,11,,2057,245,0.439,47.0,199.0,,,,,,,,63.0,163.0,20.0,,123.0,80.0,,,,,152.0,,,,,,,,,,,,,,,2024-07-01
333,134,-5,Geolier - EL PIBE DE ORO,53,106,,2055,0,0.113,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
334,135,+9,Aitch & Luciano - Baddies,25,39,,2030,98,0.087,,31.0,,,,51.0,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
335,136,-9,Fedez & Emis Killa - SEXY SHOP,32,85,,2029,-55,0.079,,,,15.0,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
336,137,-17,Jazzdauren - ÐÐ°ÑÐ¸ÑÐµ Ð¶ÐµÐ½ÑÐ¸Ð½Ð°Ð¼ ÑÐ²ÐµÑÑ,74,86,,2029,-108,0.174,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,19.0,,83.0,91.0,92.0,,,2024-07-01
337,138,-5,Ninho - Tout en Gucci,787,47,,2019,-10,2.307,,,27.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
338,139,-5,Geolier - EPISODIO D'AMORE,25,108,,2016,0,0.053,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
339,140,+1,"Rvssian, Rauw Alejandro & Ayra Starr - Santa",69,73,,2015,76,0.185,,,,76.0,,,,122.0,7.0,,,,,,,,56.0,,,,,,,,,,,,,,,,,,2024-07-01
340,141,+22,Gracie Abrams - us.,11,36,,2009,265,0.039,60.0,182.0,,,,,,91.0,,75.0,199.0,111.0,,57.0,40.0,,,,,87.0,,,,,,,,,78.0,,,,,,2024-07-01
341,142,+18,Dardan & Azet - Pa Mu,42,70,,2005,245,0.109,,43.0,,,,48.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
342,143,+21,AYLIVA - Beifahrer,25,63,,1991,249,0.062,,27.0,,,,59.0,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
343,144,NEW,ÐÐ¾Ð½ÐµÑÐ¾ÑÐºÐ° - ÐÐ¸Ñ ÐÐ¸Ñ ÐÐ¸Ñ,6,93,,1962,1962,0.014,,,,,18.0,,,,,,,,,,,,,,,,,,,,,76.0,,,,50.0,,33.0,98.0,,2024-07-01
344,145,+20,Djo - End of Beginning,133,6,,1959,225,1.018,,87.0,,,,58.0,128.0,100.0,,93.0,,112.0,59.0,99.0,,,88.0,,55.0,181.0,,,,,,,,94.0,,,,,,,2024-07-01
345,146,-4,Lynda - Passe ton chemin,17,106,,1942,5,0.036,,,24.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
346,147,=,ANNA & Niky Savage - TT LE GIRLZ,4,140,,1939,38,0.007,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
347,148,-8,Benson Boone - Slow It Down,43,103,,1928,-14,0.132,24.0,,,,,,,101.0,,,,102.0,,150.0,,,,,,,,,,,,,,,,,,,,62.0,2024-07-01
348,149,NEW,ÐÐ³Ð¾Ñ ÐÑÐ¸Ð´ & JONY - ÐÑÐ¼,15,77,,1924,1924,0.038,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,44.0,,46.0,,20.0,14.0,,2024-07-01
349,150,-42,Ed Sheeran - Shape of You,1943,2,(x2),1922,-342,10.855,118.0,165.0,,,,135.0,108.0,82.0,,80.0,116.0,128.0,65.0,79.0,89.0,102.0,,,73.0,160.0,,,,,,,,,,,,,,30.0,2024-07-01
350,151,-15,AP$ENT - ÐÐ¾Ð¶Ð½Ð¾ Ñ Ñ ÑÐ¾Ð±Ð¾Ð¹,107,60,,1913,-102,0.291,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,17.0,,59.0,,39.0,,,2024-07-01
351,152,-49,Dua Lipa - New Rules,628,3,(x12),1897,-417,6.258,65.0,,,,,,118.0,,,72.0,175.0,79.0,75.0,112.0,103.0,66.0,93.0,,,136.0,,,129.0,,,,,,,,65.0,,,,2024-07-01
352,153,+5,Eminem - Without Me,284,38,,1896,112,1.235,89.0,126.0,,,162.0,92.0,189.0,60.0,,,157.0,163.0,80.0,157.0,117.0,111.0,,,,135.0,,,,,,,,,,,,,,,2024-07-01
353,154,-1,Dadju & Tayc - I love you,206,32,,1891,45,0.704,,,35.0,,,,58.0,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
354,155,-4,Merab Amzoevi - ÐÑÐ»Ð¸ Ð±Ñ ÐºÑÑÐ»ÑÑ,50,113,,1880,26,0.11,,,,,20.0,,,,,,,,,,,,,,,,,,,,,57.0,,52.0,,,,59.0,,,2024-07-01
355,156,+3,Big Baby Tape & Aarne - Closer,3,156,,1872,97,0.007,,,,,24.0,,,,,,,,,,,,,,,,,,,,,52.0,,,,31.0,,21.0,28.0,,2024-07-01
356,157,-11,Alessandra Amoroso - Mezzo Rotto,23,146,,1863,-39,0.051,,,,19.0,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
357,158,+15,"Charli xcx & Lorde - The girl, so confusing version with lorde",6,158,,1842,185,0.015,39.0,,,,,,,77.0,,109.0,,78.0,,,,128.0,,,,128.0,,,,,,,,,,,,,,,2024-07-01
358,159,-4,Ghali - Paprika,52,123,,1829,0,0.099,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
359,160,-22,Roxy Dekker - Sugardaddy,81,138,,1823,-137,0.144,,,,,,,37.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
360,161,-40,OneRepublic - I Ain't Worried,571,2,(x4),1794,-317,4.813,130.0,135.0,,,,102.0,200.0,59.0,,122.0,146.0,150.0,,53.0,105.0,90.0,,,35.0,162.0,,,,,,,,,,,,,,,2024-07-01
361,162,=,Ultimo - ALTROVE,50,105,,1793,34,0.099,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
362,163,-9,Big Baby Tape & Aarne - Not Obama,4,138,,1784,-52,0.007,,,,,25.0,,,,,,,,,,,,,,,,,,,,,64.0,,,,57.0,,25.0,40.0,,2024-07-01
363,164,-3,Jakone - ÐÐ¾ÑÐ¾Ð³Ð° Ð´Ð°Ð»ÑÐ½ÑÑ,128,93,,1767,7,0.279,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,58.0,38.0,,2024-07-01
364,165,-20,Basta - ÐÐ° Ð·Ð°ÑÐµ,216,57,,1732,-187,0.537,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,76.0,,51.0,31.0,,2024-07-01
365,166,+48,"Future, Metro Boomin & Kendrick Lamar - Like That",87,3,(x4),1732,353,0.54,177.0,166.0,,,,195.0,,154.0,,87.0,168.0,153.0,58.0,89.0,51.0,83.0,84.0,,,83.0,,,36.0,,,,48.0,,,81.0,83.0,57.0,,15.0,2024-07-01
366,167,+2,Capo Plaza - Fino All'Alba,10,136,,1725,33,0.02,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
367,168,+9,SDM - Bolide allemand,556,32,,1722,77,1.899,,,45.0,,,,46.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
368,169,-21,The Killers - Mr. Brightside,306,50,,1700,-191,2.119,34.0,156.0,,,,124.0,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
369,170,+13,Coldplay - Adventure of a Lifetime,21,150,,1699,111,0.369,53.0,,,,,,,190.0,,103.0,,85.0,57.0,72.0,156.0,,,,,93.0,,,106.0,,,,,,,,,,,54.0,2024-07-01
370,171,+9,Ninho - Goutte dâeau,566,39,,1699,79,1.97,,,36.0,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
371,172,+7,AVA - BACIO DI GIUDA,17,125,,1692,65,0.034,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
372,173,-3,Rudimental & Karen Harding - Bring Me Joy,4,161,,1684,-5,0.014,27.0,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
373,174,=,Lewis Capaldi - Someone You Loved,1393,5,,1676,20,8.535,97.0,185.0,,,,145.0,126.0,53.0,,104.0,149.0,124.0,79.0,109.0,160.0,,,,,,,,,,,,,,,,,,,,2024-07-01
374,175,+1,Elodie - Black Nirvana,32,123,,1655,7,0.059,,,,24.0,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
375,176,+9,Ponko - Mes LovÃ©s,9,130,,1652,94,0.018,,,62.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
376,177,+38,Lacrim - No lo sÃ©,1,177,,1645,268,0.021,,,33.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
377,178,-7,Heuss L'enfoirÃ© - Shayo,17,75,,1629,-49,0.036,,,30.0,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
378,179,-13,Geolier - SI STATâ TU,25,116,,1627,-98,0.05,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
379,180,+13,Asake & Central Cee - Wave,10,117,,1627,108,0.019,41.0,,,,,,,171.0,,180.0,,101.0,60.0,,186.0,,90.0,,,,,,,,,,,,,,,,,,2024-07-01
380,181,-6,ANNA ASTI - ÐÐ¾ Ð±Ð°ÑÐ°Ð¼,760,60,,1616,-37,1.826,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,78.0,57.0,,2024-07-01
381,182,+17,Jul - BB,9,182,,1599,120,0.032,,,29.0,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
382,183,+18,PLK & Jul - Faut pas,126,50,,1575,109,0.319,,,37.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
383,184,+21,Taylor Swift - But Daddy I Love Him,73,7,,1571,141,0.428,61.0,,,,,,,,,68.0,160.0,28.0,,160.0,97.0,,,,,,,,,,,,,,,,,,,,2024-07-01
384,185,+5,Ninho - Dis-moi que tu m'aimes,232,89,,1571,46,0.974,,,38.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
385,186,-2,"Big Baby Tape, Aarne & Icegergert - Da Law",3,176,,1569,-11,0.006,,,,,30.0,,,,,,,,,,,,,,,,,,,,,97.0,,,,62.0,,36.0,73.0,,2024-07-01
386,187,-9,Big Baby Tape & Aarne - Coldest Man,4,166,,1569,-65,0.007,,,,,31.0,,,,,,,,,,,,,,,,,,,,,73.0,,,,94.0,,30.0,52.0,,2024-07-01
387,188,=,Lazza - 100 MESSAGGI,126,57,,1566,30,0.299,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
388,189,NEW,Billie Eilish - THE GREATEST,44,10,,1563,441,0.306,,,,,,170.0,105.0,146.0,,62.0,82.0,,63.0,82.0,90.0,116.0,43.0,,,116.0,,,,,,,,,60.0,,96.0,,,80.0,2024-07-01
389,190,+19,Toxi$ - I GOT U,22,131,,1555,146,0.046,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,81.0,,,2024-07-01
390,191,+5,Green Montana - barcelona92,83,44,,1549,48,0.207,,,46.0,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
391,192,NEW,Dardan & Azet - Dale,1,192,,1541,452,0.004,,52.0,,,,74.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
392,193,-1,A.V.G & MACAN - Ð¡Ð¿Ð¾Ð¹,153,61,,1540,18,0.376,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,24.0,,2024-07-01
393,194,-27,Nemo - The Code,54,3,(x2),1536,-181,0.318,,,,,,,,9.0,,,,,,60.0,69.0,,,,,56.0,,,,,,,,,89.0,71.0,49.0,,,,2024-07-01
394,195,-27,The Blessed Madonna - Happier,114,83,,1536,-156,0.245,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
395,196,-24,ANNA - TONIGHT,4,158,,1536,-123,0.007,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
396,197,+3,"Big Baby Tape, Aarne & Voskresenskii - Taz Muzik",3,195,,1525,54,0.006,,,,,33.0,,,,,,,,,,,,,,,,,,,,,86.0,,,,53.0,,29.0,49.0,,2024-07-01
397,198,+23,PASHANIM - Florenz,24,42,,1520,161,0.073,,39.0,,,,88.0,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
398,199,+12,Tedua - Beatrice,36,98,,1506,112,0.071,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
399,200,+8,Zola & Koba LaD - Temps en temps,157,31,,1504,93,0.501,,,55.0,,,,49.0,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
400,1,=,Sabrina Carpenter - Espresso,82,1,(x21),18181,40,1.223,3.0,7.0,18.0,86.0,,3.0,4.0,6.0,36.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,28.0,10.0,4.0,18.0,10.0,10.0,13.0,11.0,32.0,16.0,,2.0,4.0,5.0,9.0,53.0,1.0,2024-07-02
401,2,=,floyymenor & Cris Mj - Gata Only,113,1,(x12),17128,-51,1.525,,9.0,4.0,25.0,23.0,6.0,2.0,1.0,15.0,15.0,96.0,,1.0,56.0,36.0,20.0,6.0,70.0,17.0,30.0,43.0,11.0,7.0,23.0,23.0,6.0,19.0,,16.0,10.0,15.0,8.0,2.0,12.0,2024-07-02
402,3,=,Benson Boone - Beautiful Things,166,1,(x83),16265,-134,2.812,6.0,16.0,21.0,46.0,,8.0,5.0,4.0,35.0,12.0,18.0,15.0,3.0,11.0,17.0,17.0,11.0,,7.0,43.0,90.0,58.0,32.0,22.0,20.0,24.0,98.0,39.0,14.0,32.0,19.0,32.0,64.0,4.0,2024-07-02
403,4,+1,Billie Eilish - BIRDS OF A FEATHER,47,3,(x4),14476,97,0.702,9.0,11.0,106.0,105.0,,9.0,12.0,8.0,88.0,5.0,4.0,16.0,2.0,8.0,4.0,9.0,10.0,73.0,16.0,10.0,32.0,33.0,15.0,12.0,25.0,65.0,35.0,,9.0,21.0,3.0,11.0,56.0,5.0,2024-07-02
404,5,-1,Eminem - Houdini,33,2,(x6),14455,23,0.529,4.0,4.0,125.0,93.0,,1.0,18.0,2.0,,6.0,9.0,12.0,7.0,7.0,7.0,11.0,20.0,,13.0,9.0,,13.0,28.0,20.0,17.0,77.0,29.0,,21.0,12.0,11.0,12.0,,13.0,2024-07-02
405,6,+1,Hozier - Too Sweet,102,6,,14183,-5,1.213,7.0,12.0,79.0,141.0,,2.0,15.0,5.0,,11.0,14.0,6.0,9.0,5.0,9.0,5.0,15.0,,9.0,15.0,52.0,19.0,18.0,15.0,21.0,34.0,37.0,,15.0,19.0,7.0,20.0,77.0,2.0,2024-07-02
406,7,-1,Sabrina Carpenter - Please Please Please,26,5,,14153,-44,0.335,1.0,20.0,149.0,107.0,,12.0,23.0,9.0,53.0,2.0,8.0,1.0,18.0,1.0,6.0,7.0,9.0,77.0,18.0,8.0,45.0,28.0,23.0,8.0,31.0,,58.0,,10.0,15.0,17.0,27.0,,3.0,2024-07-02
407,8,=,Artemas - i like the way you kiss me,105,2,(x7),13763,136,1.529,31.0,5.0,51.0,49.0,,5.0,7.0,11.0,90.0,18.0,49.0,39.0,5.0,18.0,13.0,4.0,,,11.0,23.0,,26.0,45.0,29.0,12.0,18.0,51.0,,41.0,9.0,10.0,25.0,67.0,19.0,2024-07-02
408,9,=,Kendrick Lamar - Not Like Us,59,2,(x2),11631,119,0.65,20.0,37.0,124.0,99.0,,26.0,26.0,20.0,174.0,9.0,15.0,24.0,8.0,10.0,5.0,19.0,7.0,116.0,32.0,13.0,37.0,31.0,13.0,24.0,26.0,,22.0,,19.0,23.0,13.0,17.0,34.0,7.0,2024-07-02
409,10,=,Billie Eilish - LUNCH,47,1,(x14),11215,-213,0.759,29.0,41.0,65.0,108.0,,27.0,14.0,25.0,117.0,8.0,13.0,35.0,17.0,13.0,10.0,16.0,14.0,178.0,26.0,17.0,,64.0,54.0,36.0,40.0,54.0,48.0,,29.0,37.0,16.0,28.0,,20.0,2024-07-02
410,11,=,Shaboozey - A Bar Song,74,11,,11051,-43,0.62,2.0,26.0,,,,17.0,46.0,3.0,,13.0,11.0,4.0,14.0,6.0,3.0,46.0,100.0,,14.0,37.0,,60.0,129.0,62.0,27.0,,,72.0,36.0,60.0,34.0,46.0,,6.0,2024-07-02
411,12,=,Teddy Swims - Lose Control,241,3,(x20),10802,-13,2.651,14.0,35.0,140.0,182.0,,20.0,47.0,16.0,61.0,22.0,21.0,34.0,12.0,21.0,18.0,15.0,16.0,,24.0,122.0,91.0,65.0,44.0,59.0,33.0,14.0,21.0,,18.0,43.0,25.0,34.0,30.0,8.0,2024-07-02
412,13,=,Billie Eilish - CHIHIRO,47,2,(x12),10678,235,0.703,51.0,39.0,86.0,148.0,,29.0,10.0,18.0,125.0,10.0,22.0,56.0,10.0,23.0,15.0,10.0,8.0,103.0,29.0,35.0,63.0,50.0,37.0,26.0,43.0,19.0,57.0,,22.0,24.0,8.0,23.0,44.0,14.0,2024-07-02
413,14,=,Myles Smith - Stargazing,53,13,,10102,104,0.397,5.0,15.0,95.0,131.0,,10.0,32.0,7.0,,40.0,44.0,11.0,30.0,39.0,63.0,122.0,,,50.0,115.0,,89.0,,61.0,55.0,,,,97.0,,,95.0,,18.0,2024-07-02
414,15,=,Taylor Swift - Fortnight,75,1,(x8),9483,106,1.05,15.0,31.0,129.0,143.0,,41.0,50.0,32.0,115.0,16.0,25.0,2.0,23.0,17.0,14.0,44.0,18.0,188.0,92.0,41.0,,,164.0,66.0,,,,,43.0,57.0,40.0,,,15.0,2024-07-02
415,16,+1,Central Cee & Lil Baby - BAND4BAND,40,8,,8812,71,0.452,18.0,38.0,,,,33.0,29.0,17.0,200.0,24.0,61.0,54.0,6.0,43.0,35.0,61.0,24.0,,68.0,50.0,57.0,59.0,39.0,67.0,41.0,,25.0,,45.0,74.0,70.0,71.0,97.0,28.0,2024-07-02
416,17,-1,Tommy Richman - Million Dollar Baby,63,8,,8788,-107,0.619,23.0,36.0,148.0,,,30.0,72.0,22.0,,26.0,48.0,51.0,36.0,31.0,19.0,27.0,41.0,,43.0,54.0,87.0,45.0,47.0,,36.0,10.0,14.0,,33.0,36.0,18.0,7.0,17.0,22.0,2024-07-02
417,18,=,Taylor Swift - Cruel Summer,394,4,,8515,-27,3.829,17.0,49.0,,,,44.0,41.0,31.0,89.0,14.0,33.0,3.0,29.0,15.0,16.0,47.0,36.0,,74.0,44.0,,,173.0,52.0,,,,77.0,64.0,88.0,80.0,,,32.0,2024-07-02
418,19,+1,Dasha - Austin,113,17,,7807,-15,0.736,11.0,18.0,,,,14.0,87.0,23.0,,48.0,58.0,14.0,41.0,30.0,69.0,126.0,,,,64.0,,,,,,,,,,89.0,93.0,,,27.0,2024-07-02
419,20,+1,Mark Ambor - Belong Together,106,17,,7747,-73,0.673,19.0,17.0,98.0,,,16.0,58.0,12.0,,51.0,173.0,42.0,51.0,35.0,,103.0,,,65.0,156.0,,,,,,,,,,,,,,26.0,2024-07-02
420,21,+1,"Chappell Roan - Good Luck, Babe",36,21,,7729,224,0.17,10.0,55.0,,,,36.0,113.0,33.0,172.0,28.0,75.0,7.0,55.0,29.0,20.0,49.0,21.0,,,16.0,,,82.0,35.0,,,,,59.0,91.0,36.0,66.0,,16.0,2024-07-02
421,22,-3,Coldplay - Viva La Vida,655,12,,7625,-386,3.425,16.0,63.0,177.0,132.0,,40.0,44.0,28.0,116.0,39.0,101.0,20.0,19.0,32.0,51.0,189.0,62.0,,57.0,55.0,,52.0,91.0,34.0,91.0,,,,35.0,,,,,11.0,2024-07-02
422,23,+2,"Adam Port, Stryv, Keinemusik, Orso & Malachiii - Move",25,23,,7588,457,0.107,141.0,46.0,71.0,123.0,,34.0,27.0,13.0,198.0,37.0,,,24.0,,,152.0,3.0,111.0,,,3.0,22.0,3.0,55.0,39.0,30.0,15.0,,4.0,58.0,63.0,45.0,1.0,10.0,2024-07-02
423,24,-1,Dua Lipa - Training Season,138,3,(x4),7341,-122,1.527,44.0,75.0,42.0,70.0,,47.0,76.0,43.0,185.0,36.0,57.0,70.0,56.0,51.0,42.0,51.0,42.0,130.0,98.0,61.0,,54.0,,,56.0,92.0,,,46.0,,83.0,,,51.0,2024-07-02
424,25,-1,Post Malone - I Had Some Help,54,12,,7321,103,0.432,8.0,73.0,,,,42.0,153.0,30.0,,19.0,23.0,8.0,76.0,20.0,12.0,85.0,69.0,,63.0,63.0,,,,70.0,73.0,,,,71.0,,58.0,,,23.0,2024-07-02
425,26,+1,Coldplay - feelslikeimfallinginlove,12,14,,6978,167,0.095,13.0,80.0,,80.0,,32.0,133.0,14.0,,43.0,98.0,22.0,67.0,27.0,37.0,,75.0,,,48.0,,80.0,137.0,91.0,99.0,,,,40.0,,,,,50.0,2024-07-02
426,27,-1,CYRIL - Stumblin' In,158,18,,6763,-114,0.947,,14.0,38.0,,,7.0,25.0,59.0,,23.0,,,38.0,,,99.0,,,79.0,,,,,92.0,72.0,,,,,,,,,,2024-07-02
427,28,+1,Disturbed - The Sound of Silence,130,24,,6275,2,0.78,,97.0,13.0,,,115.0,36.0,29.0,157.0,,80.0,,26.0,34.0,58.0,6.0,80.0,,15.0,,,15.0,58.0,,14.0,53.0,,,,80.0,48.0,64.0,,39.0,2024-07-02
428,29,+2,David Guetta & OneRepublic - I Don't Wanna Wait,79,29,,5954,120,0.321,32.0,32.0,44.0,,,24.0,156.0,36.0,,153.0,69.0,126.0,84.0,86.0,93.0,,,,,132.0,,,,,,,,,,,,,,52.0,2024-07-02
