,Artist,Streams,Daily,As lead,Solo,As feature
0,Drake,115332.6,45.639,78764.6,43559.2,36568.0
1,Taylor Swift,105172.3,49.564,101852.9,92941.8,3319.3
2,Bad Bunny,101031.5,55.609,64242.0,36751.8,36789.5
3,The Weeknd,80648.4,38.334,64803.6,43697.3,15844.8
4,Justin Bieber,60856.7,20.106,37009.1,22525.4,23847.6
5,Ed Sheeran,57713.0,18.839,51385.4,41315.2,6327.6
6,Ariana Grande,57210.6,23.372,47577.1,34508.6,9633.5
7,Eminem,57209.4,17.877,48203.8,29269.2,9005.6
8,Travis Scott,56951.7,22.944,30410.9,22128.6,26540.8
9,Kanye West,55527.3,19.807,39403.8,25193.1,16123.5
10,Rihanna,49878.4,21.375,36403.7,24250.9,13474.6
11,Post Malone,49805.3,14.776,44281.0,23431.9,5524.3
12,Billie Eilish,48572.2,29.931,47932.3,42914.7,639.9
13,Kendrick Lamar,48118.5,27.214,34298.5,20240.5,13820.0
14,J Balvin,47894.7,15.059,21822.7,6853.0,26072.0
15,Future,46263.2,20.001,23897.4,10674.5,22365.9
16,Bruno Mars,44392.6,25.329,32118.0,26043.3,12274.6
17,BTS,43588.7,13.51,38757.5,35234.8,4831.2
18,Juice WRLD,41684.0,12.377,30666.4,23913.4,11017.6
19,Ozuna,41546.4,13.268,17584.8,7478.0,23961.6
20,Coldplay,39281.4,20.642,35943.7,32162.1,3337.8
21,Nicki Minaj,38939.1,11.048,14681.6,8544.6,24257.6
22,Chris Brown,37085.1,16.917,20245.7,10094.4,16839.4
23,Dua Lipa,36859.9,13.926,24715.5,20123.2,12144.4
24,XXXTENTACION,36699.6,10.381,31569.9,25828.5,5129.7
25,David Guetta,35874.5,15.368,26144.9,340.2,9729.7
26,Imagine Dragons,35695.8,12.557,33648.8,30011.7,2047.0
27,Daddy Yankee,35437.9,11.877,17154.8,9211.9,18283.1
28,21 Savage,34905.8,11.046,14259.7,7144.8,20646.1
29,Lil Wayne,34709.4,18.307,13268.9,3631.7,21440.5
30,Lana Del Rey,34572.1,20.186,31130.9,27886.6,3441.2
31,Anuel AA,33233.5,14.503,15365.0,4980.1,17868.4
32,Rauw Alejandro,33155.9,19.873,19651.9,8096.3,13504.0
33,Khalid,32952.2,7.013,17128.0,11485.4,15824.2
34,SZA,32266.1,21.092,21204.6,16533.6,11061.5
35,Lil Baby,31413.4,12.003,16082.0,7575.4,15331.4
36,KAROL G,30762.0,15.396,23460.0,11428.5,7302.0
37,Maroon 5,30629.4,11.939,30413.2,19764.1,216.1
38,Beyoncé,30459.8,12.966,25709.7,19098.9,4750.1
39,Lady Gaga,30036.2,22.113,29522.3,18733.4,514.0
40,Maluma,29997.6,12.142,16747.6,9971.5,13250.0
41,Calvin Harris,29284.0,12.566,27212.3,5045.0,2071.8
42,Lil Uzi Vert,28692.8,7.991,18609.4,14792.1,10083.3
43,Feid,28636.5,15.703,15597.8,8236.8,13038.7
44,Myke Towers,28238.0,14.677,11281.6,7706.9,16956.4
45,J. Cole,28236.8,8.268,21227.8,16703.2,7009.0
46,Sia,27833.0,8.741,18663.7,13816.6,9169.3
47,Young Thug,27335.5,9.884,9111.7,2332.2,18223.8
48,Arijit Singh,26647.4,23.678,11034.6,4596.5,15612.8
49,Shawn Mendes,26534.2,6.866,25885.8,19796.8,648.4
50,Sam Smith,26430.9,6.437,22072.0,16448.3,4358.9
51,Doja Cat,26343.3,9.779,21547.9,15693.8,4795.4
52,Farruko,25897.7,8.61,7109.6,4027.5,18788.1
53,Queen,25854.9,7.953,25780.1,23752.5,74.8
54,Linkin Park,25785.5,17.805,24260.4,23096.0,1525.1
55,Shakira,25324.0,12.892,19504.3,9454.5,5819.6
56,One Direction,25252.9,9.215,25252.9,25167.3,
57,Adele,25013.5,9.303,24958.4,24814.7,55.2
58,Metro Boomin,24901.0,10.355,11832.4,109.2,13068.5
59,Harry Styles,24858.6,7.306,24858.6,24858.6,
60,Peso Pluma,24687.1,18.359,13211.4,3066.1,11475.8
61,Selena Gomez,24182.7,8.016,14482.8,10103.7,9699.9
62,Ty Dolla $ign,23759.0,7.075,4513.0,292.0,19245.9
63,Arctic Monkeys,23600.6,12.056,23600.6,23600.6,
64,Katy Perry,23492.3,11.327,20834.1,16032.7,2658.2
65,Morgan Wallen,23420.2,31.391,19830.8,18094.5,3589.4
66,Gunna,23371.6,10.089,9390.8,5898.9,13980.8
67,Halsey,23059.6,6.339,12576.8,11161.4,10482.8
68,Nicky Jam,22922.2,7.24,9532.4,2493.4,13389.9
69,The Beatles,22588.4,7.957,22586.2,22582.1,2.2
70,Wiz Khalifa,22534.5,7.74,10409.8,4291.7,12124.7
71,Olivia Rodrigo,22459.5,11.636,22457.4,20780.3,2.2
72,"Tyler, The Creator",22097.6,13.67,19137.1,9307.1,2960.5
73,Marshmello,21353.6,6.556,15787.6,1601.2,5565.9
74,The Chainsmokers,21335.2,6.115,20359.4,3784.7,975.8
75,Miley Cyrus,21020.8,9.349,18100.5,16014.3,2920.3
76,Die drei ???,20946.1,9.518,20946.1,20862.0,
77,Pitbull,20931.6,12.315,14551.8,1810.3,6379.8
78,Playboi Carti,20860.2,16.213,12452.4,8259.7,8407.8
79,JAY-Z,20825.0,7.509,11319.8,2424.6,9505.1
80,Frank Ocean,20698.3,11.174,16792.2,15474.2,3906.1
81,A$AP Rocky,20492.9,8.906,11867.8,4795.7,8625.1
82,Pritam,20304.6,18.401,16805.8,8.3,3498.8
83,Cardi B,20174.4,4.634,9359.5,3733.6,10814.9
84,Junior H,19671.4,15.038,12374.9,9159.7,7296.5
85,Camila Cabello,19482.0,5.417,11229.6,5785.8,8252.4
86,Twenty One Pilots,19021.1,7.763,18860.3,18799.8,160.8
87,Avicii,18711.1,5.681,17941.8,12519.3,769.3
88,DaBaby,18632.8,3.84,8584.2,4814.7,10048.6
89,OneRepublic,18365.1,7.242,17014.1,15158.4,1351.0
90,Snoop Dogg,18364.8,6.653,7074.3,1564.3,11290.5
91,Disney,18249.0,9.275,,,18249.0
92,Kygo,18213.1,4.29,16397.8,241.9,1815.3
93,Red Hot Chili Peppers,18107.5,8.933,18107.5,18106.5,
94,$uicideboy$,17893.3,7.975,17150.1,13959.0,743.2
95,Sech,17703.7,5.234,6850.3,2187.0,10853.4
96,Arcángel,17608.7,8.641,7130.5,2076.7,10478.2
97,Michael Jackson,17550.1,8.174,16780.2,15668.4,769.9
98,Quavo,17092.3,3.642,2613.1,756.0,14479.2
99,Mac Miller,17010.2,6.86,15822.3,11105.3,1187.9
100,Trippie Redd,16963.6,4.656,10550.2,5382.5,6413.4
101,Fuerza Regida,16714.7,28.176,12214.5,6250.2,4500.3
102,50 Cent,16682.1,7.527,11230.3,6796.0,5451.8
103,Tyga,16524.6,4.17,7001.4,2608.4,9523.1
104,Elton John,16381.0,6.138,14931.1,10412.7,1449.9
105,Tiësto,16214.3,5.459,12245.1,3132.4,3969.2
106,Alan Walker,16102.7,4.752,12251.5,4756.5,3851.3
107,Jason Derulo,16082.3,4.121,12285.8,7424.8,3796.5
108,YoungBoy Never Broke Again,15984.8,7.192,11812.2,10400.9,4172.6
109,Lil Peep,15907.9,6.75,15094.0,8241.2,813.9
110,Bebe Rexha,15883.2,3.613,5491.7,2615.6,10391.6
111,Natanael Cano,15869.1,9.419,10527.4,5755.0,5341.7
112,Manuel Turizo,15849.8,7.394,7478.7,4997.2,8371.1
113,Charlie Puth,15804.4,5.891,12545.6,7349.8,3258.8
114,Sabrina Carpenter,15797.8,17.424,14340.8,14148.7,1457.0
115,Romeo Santos,15796.7,8.028,11008.3,6386.7,4788.3
116,Kodak Black,15640.4,6.122,10138.6,6438.7,5501.8
117,Swae Lee,15613.2,4.278,432.2,126.6,15181.0
118,The Neighbourhood,15587.5,8.358,15577.9,15046.5,9.6
119,Metallica,15496.0,7.543,15427.1,15202.6,68.9
120,Demi Lovato,15425.5,3.418,10298.6,8882.2,5126.9
121,Luke Combs,15333.3,8.661,14313.7,13607.7,1019.7
122,A Boogie Wit da Hoodie,15310.2,3.463,10172.9,5523.7,5137.3
123,Pop Smoke,15302.0,3.106,13824.7,7410.0,1477.3
124,Sebastian Yatra,15282.4,4.379,9781.3,3942.6,5501.1
125,Justin Timberlake,15109.5,7.248,10898.2,7480.6,4211.3
126,JHAYCO,15039.5,5.702,6443.5,1757.6,8596.0
127,Big Sean,15014.1,3.294,6732.5,2083.4,8281.5
128,BLACKPINK,14814.1,4.154,13704.8,12877.3,1109.3
129,Zach Bryan,14676.1,11.888,14661.2,11768.9,14.9
130,Daft Punk,14655.6,5.552,8648.1,5193.7,6007.5
131,Henrique & Juliano,14628.3,10.645,11982.1,11600.9,2646.3
132,Migos,14501.5,2.814,9721.3,4479.9,4780.2
133,Sean Paul,14498.4,7.574,7380.9,3420.2,7117.5
134,Don Omar,14496.6,9.268,11564.4,6318.1,2932.1
135,P!nk,14343.9,4.83,13008.3,9713.2,1335.6
136,Ellie Goulding,14331.7,4.796,9977.0,7669.4,4354.7
137,AC/DC,14299.6,5.656,14299.6,14299.6,
138,Kali Uchis,14233.2,10.837,8215.7,5706.6,6017.6
139,Hozier,14196.0,8.783,13177.2,12836.0,1018.8
140,Luis Miguel,14186.4,7.03,14170.8,14158.6,15.6
141,James Arthur,14116.3,6.142,12917.2,11249.0,1199.1
142,Polo G,14088.1,3.336,9921.5,6489.5,4166.6
143,USHER,14019.6,6.714,10346.7,4360.2,3672.8
144,G-Eazy,13989.2,3.428,10567.5,1725.8,3421.7
145,Kid Cudi,13910.1,4.398,10068.9,5027.3,3841.2
146,DJ Snake,13840.7,4.341,10476.2,486.3,3364.4
147,Bizarrap,13814.2,4.147,11681.7,79.0,2132.5
148,Tory Lanez,13798.5,5.546,9594.2,6603.2,4204.3
149,Diplo,13784.6,3.715,4746.8,31.3,9037.7
150,Duki,13643.6,5.446,6718.9,2856.5,6924.7
151,Marília Mendonça,13626.5,4.481,9824.9,6734.5,3801.6
152,Don Toliver,13598.4,10.033,7666.4,5228.3,5932.0
153,Pharrell Williams,13518.2,5.745,3430.8,2492.1,10087.4
154,Lil Durk,13497.1,5.511,5909.6,2437.9,7587.5
155,Akon,13490.8,7.989,6243.5,3402.7,7247.3
156,Gucci Mane,13473.8,3.096,6450.5,1382.6,7023.3
157,Nirvana,13441.3,6.972,13441.3,13440.6,
158,Justin Quiles,13404.4,3.695,4299.6,1773.3,9104.8
159,Carín León,13290.2,8.71,8287.9,5939.6,5002.2
160,Anitta,13277.6,4.786,6614.4,2810.0,6663.1
161,Britney Spears,13229.5,6.543,11511.7,10941.4,1717.8
162,The Kid LAROI,13225.2,5.014,11645.4,5405.0,1579.8
163,Offset,13084.8,2.913,3674.0,615.4,9410.8
164,2 Chainz,13081.9,2.592,3856.0,848.2,9225.9
165,Panic! At The Disco,13050.2,2.955,12116.5,11763.1,933.7
166,Fall Out Boy,12776.1,3.964,11583.3,10781.3,1192.8
167,Green Day,12760.1,7.103,12658.2,12658.2,101.9
168,Bob Marley & The Wailers,12746.0,5.577,12604.5,11725.6,141.5
169,Fleetwood Mac,12664.4,8.741,12664.2,12663.8,0.2
170,Roddy Ricch,12570.7,3.025,6025.0,4478.6,6545.7
171,Flo Rida,12565.1,6.084,10055.8,3745.9,2509.3
172,Black Eyed Peas,12526.6,8.391,12097.1,8866.5,429.5
173,Logic,12468.7,1.829,10024.4,5383.2,2444.4
174,NF,12376.1,3.186,12176.0,10961.1,200.1
175,Tate McRae,12369.7,19.578,11038.5,10350.4,1331.2
176,Martin Garrix,12356.4,2.898,11233.1,1090.7,1123.2
177,Lewis Capaldi,12340.7,3.599,12340.7,11888.4,
178,Lil Nas X,12260.2,1.946,12211.4,6988.6,48.7
179,Camilo,12228.8,5.124,7311.3,3116.1,4917.6
180,Joji,12164.6,3.708,11330.3,10057.0,834.4
181,Morat,12151.3,5.299,9927.5,7232.9,2223.8
182,Major Lazer,12099.3,2.756,10625.4,34.3,1474.0
183,Lenny Tavárez,12021.9,3.846,634.6,115.9,11387.3
184,Ne-Yo,11992.3,6.468,5621.6,4944.0,6370.7
185,Jorge & Mateus,11991.7,5.821,9106.4,8696.5,2885.3
186,John Mayer,11979.8,3.363,11070.0,10779.9,909.8
187,2Pac,11909.1,4.744,11261.3,4643.9,647.8
188,ROSALÍA,11873.0,2.735,7861.0,4195.1,4011.9
189,Megan Thee Stallion,11864.7,3.984,6824.0,4011.1,5040.7
190,Bryson Tiller,11862.8,5.219,7852.7,7536.6,4010.1
191,Wisin,11856.4,3.185,4270.8,537.6,7585.6
192,Radiohead,11828.5,11.825,11825.7,11760.5,2.8
193,mgk,11745.9,4.025,10141.9,3889.5,1604.0
194,Lil Yachty,11725.4,3.427,4993.8,2130.8,6731.5
195,Becky G,11701.8,3.02,7761.4,1912.0,3940.4
196,Christian Nodal,11606.7,4.87,8188.0,6903.9,3418.7
197,Childish Gambino,11552.1,4.569,10509.2,9466.5,1042.9
198,Dr. Dre,11474.8,4.538,7404.4,383.9,4070.4
199,Macklemore,11458.3,3.226,5603.2,404.4,5855.1
200,Jack Harlow,11436.9,3.849,7633.9,5037.5,3803.1
201,5 Seconds of Summer,11436.1,2.683,10716.7,10236.1,719.4
202,Anne-Marie,11404.1,3.263,4581.8,3439.9,6822.3
203,Alessia Cara,11345.4,2.736,5891.6,4930.0,5453.8
204,Guns N' Roses,11298.4,5.705,11298.4,11297.9,
205,blackbear,11295.8,1.805,7716.5,6212.3,3579.4
206,Mariah Carey,11295.6,4.181,10233.7,8484.5,1061.9
207,Daniel Caesar,11272.1,8.324,8736.1,4673.6,2535.9
208,ZAYN,11266.6,2.93,10224.7,5186.1,1041.9
209,Jul,11182.6,8.35,8661.4,6865.4,2521.2
210,Pink Floyd,11173.6,5.577,11173.6,11173.6,
211,Charli xcx,11148.3,12.057,7284.6,4650.1,3863.7
212,Anirudh Ravichander,11125.6,7.021,8832.8,2060.7,2292.8
213,Ava Max,11123.5,4.044,7281.3,6802.4,3842.2
214,Gorillaz,11106.0,5.647,11103.6,3244.5,2.4
215,Michael Bublé,11084.9,1.813,10465.7,9076.6,619.1
216,Yandel,11074.5,4.771,5039.6,1106.4,6034.9
217,Miguel,11071.4,4.466,6271.2,4511.5,4800.1
218,Robin Schulz,11057.4,3.503,6535.8,346.2,4521.7
219,Banda MS de Sergio Lizárraga,11056.2,5.045,10157.3,9292.3,898.8
220,Lauv,11033.7,2.978,9938.3,6766.9,1095.5
221,Zion & Lennox,10996.9,3.679,4098.3,2139.8,6898.5
222,Zara Larsson,10954.0,2.644,7267.3,5376.9,3686.7
223,PARTYNEXTDOOR,10937.4,9.85,7643.5,5137.4,3294.0
224,The Rolling Stones,10908.5,3.862,10891.8,10715.9,16.8
225,Rels B,10901.6,5.14,8809.3,6968.8,2092.3
226,Stray Kids,10869.8,8.234,10778.9,10279.7,90.9
227,Brent Faiyaz,10863.0,5.703,8043.9,6904.9,2819.2
228,Enrique Iglesias,10852.8,4.616,9277.6,2717.4,1575.2
229,John Legend,10764.1,2.497,6812.3,5251.1,3951.9
230,Quevedo,10707.8,7.556,5710.9,3670.4,4996.9
231,Meghan Trainor,10667.5,3.265,8720.7,6859.3,1946.8
232,Chance the Rapper,10613.3,2.335,4005.1,703.1,6608.2
233,French Montana,10580.0,2.854,5426.3,311.0,5153.7
234,Reik,10506.4,3.512,8730.9,4488.0,1775.6
235,Lil Tjay,10467.2,2.562,6981.7,4341.5,3485.5
236,Wisin & Yandel,10445.2,5.291,7038.9,4230.3,3406.3
237,System Of A Down,10441.2,6.478,10441.2,10412.7,
238,Gusttavo Lima,10425.1,3.301,8852.8,7521.8,1572.3
239,Grupo Frontera,10411.5,8.873,6450.9,1786.9,3960.6
240,Mora,10397.8,11.059,7824.9,3063.2,2572.9
241,Skrillex,10396.7,2.802,4906.4,868.6,5490.2
242,Zedd,10363.9,2.562,7450.1,225.5,2913.8
243,Tame Impala,10344.8,5.213,9472.8,9359.9,872.0
244,ABBA,10335.3,6.023,10335.3,10335.3,
245,Little Mix,10326.4,1.952,8919.6,6511.5,1406.8
246,Shreya Ghoshal,10278.3,11.018,1843.1,713.7,8435.2
247,Rick Ross,10257.0,3.488,2907.9,678.5,7349.1
248,DJ Khaled,10225.5,2.25,9401.7,600.6,823.7
249,Alicia Keys,10122.5,4.121,7116.4,6292.1,3006.1
250,Melanie Martinez,10072.6,2.9,10072.6,9936.9,
251,Eladio Carrion,10004.1,4.713,7482.2,2633.3,2521.9
252,Luis R Conriquez,10001.3,8.545,5213.3,1740.9,4788.0
253,TWICE,9967.7,3.821,9880.0,9725.7,87.7
254,Elvis Presley,9939.9,3.44,9892.3,9115.0,47.6
255,Kesha,9861.4,6.47,6344.9,5802.7,3516.5
256,A.R. Rahman,9808.7,8.574,8535.3,488.9,1273.4
257,Labrinth,9770.1,2.252,6600.9,5184.3,3169.2
258,Lil Tecca,9761.0,8.35,8738.9,7123.6,1022.1
259,Bryant Myers,9698.9,6.765,3232.3,1123.8,6466.5
260,Meek Mill,9655.9,2.305,7141.3,1972.7,2514.6
261,Frank Sinatra,9652.2,3.314,9347.5,7588.0,304.7
262,Grupo Firme,9651.9,5.181,6811.3,2086.6,2840.6
263,Cigarettes After Sex,9640.3,9.493,9640.3,9640.3,
264,Ñengo Flow,9605.7,5.48,2068.2,869.6,7537.6
265,Creedence Clearwater Revival,9596.4,3.813,9586.3,9581.8,10.1
266,Madonna,9538.5,4.863,8052.6,6795.6,1485.9
267,Ninho,9518.2,4.631,5733.4,4225.5,3784.8
268,Lorde,9503.0,6.754,9002.5,8616.5,500.5
269,The Notorious B.I.G.,9466.0,3.695,7984.0,5956.7,1482.0
270,Clean Bandit,9454.5,3.216,9165.8,70.8,288.8
271,blink-182,9428.0,3.141,9306.0,9267.3,121.9
272,Christina Aguilera,9416.5,3.828,5206.7,3974.2,4209.8
273,Troye Sivan,9414.5,3.055,6638.8,5545.9,2775.7
274,Russ,9324.5,2.369,8982.4,7776.7,342.0
275,Darell,9305.1,3.736,1441.7,482.7,7863.4
276,U2,9294.8,3.161,8757.1,8534.2,537.7
277,Jhené Aiko,9292.4,3.615,5285.2,2694.3,4007.1
278,Rammstein,9292.1,3.674,9292.1,9172.6,
279,Foo Fighters,9276.4,2.931,9272.3,9261.8,4.1
280,Chencho Corleone,9234.0,3.706,487.5,231.8,8746.5
281,Summer Walker,9219.5,4.048,6635.2,3263.1,2584.2
282,David Bowie,9211.5,3.559,7233.5,7079.7,1978.0
283,Paramore,9210.3,5.246,9210.3,9162.4,
284,Slipknot,9206.5,3.918,9206.5,9206.5,
285,T-Pain,9165.7,5.218,3779.7,694.1,5386.0
286,Florida Georgia Line,9162.1,1.905,5933.8,4217.3,3228.3
287,Noah Kahan,9143.8,6.661,8539.1,6925.8,604.6
288,Tainy,9105.9,4.002,4518.2,5.6,4587.7
289,The Killers,9101.1,3.244,9100.5,8919.5,0.6
290,League of Legends,9083.2,5.005,3473.5,403.2,5609.8
291,The 1975,9054.7,3.04,8782.1,8760.4,272.6
292,Bon Jovi,8989.0,4.034,8950.1,8850.0,38.9
293,Mitski,8986.0,5.337,8932.6,8861.6,53.4
294,Maria Becerra,8985.3,3.809,3228.8,2269.4,5756.5
295,Dalex,8965.3,2.528,3703.7,447.2,5261.6
296,Jung Kook,8964.2,6.533,7567.0,3163.7,1397.2
297,Chris Stapleton,8950.9,6.699,7333.1,7311.3,1617.7
298,Zé Neto & Cristiano,8934.4,5.564,7654.5,7148.5,1279.9
299,Alok,8897.1,3.192,7265.3,279.7,1631.9
300,Luis Fonsi,8881.5,2.198,7858.8,1340.2,1022.6
301,De La Ghetto,8797.8,4.135,1791.8,427.0,7006.0
302,Paulo Londra,8794.3,4.418,7008.5,5594.1,1785.8
303,Jeremih,8713.0,2.465,4886.3,1979.5,3826.6
304,YG,8700.9,2.284,3890.7,995.6,4810.2
305,Bastille,8674.9,1.897,5630.3,5155.5,3044.6
306,Steve Lacy,8632.9,4.435,7552.3,7419.2,1080.6
307,Jonas Blue,8611.5,1.789,7061.2,33.0,1550.2
308,Wizkid,8595.2,4.463,2433.6,971.6,6161.6
309,Led Zeppelin,8560.1,3.346,8560.1,8560.1,
310,Kehlani,8549.2,2.977,4633.5,3158.2,3915.7
311,Bring Me The Horizon,8527.8,3.48,7882.1,6802.3,645.7
312,Oasis,8526.5,4.137,8526.5,8525.5,
313,Cris Mj,8480.1,7.875,5224.2,3247.1,3255.9
314,Ludacris,8479.5,4.128,1997.4,639.7,6482.2
315,Aventura,8468.3,4.702,8397.0,6541.0,71.3
316,The Lumineers,8463.6,3.14,8097.4,8062.8,366.2
317,Julia Michaels,8452.3,1.63,4004.1,2861.8,4448.3
318,Måneskin,8424.9,3.933,8409.9,7996.0,15.0
319,NATTI NATASHA,8397.1,1.975,3335.7,716.6,5061.4
320,Marc Anthony,8375.9,3.765,5330.5,5064.0,3045.3
321,MC Ryan SP,8373.9,6.545,1242.1,81.5,7131.9
322,Conan Gray,8309.0,4.614,8142.1,8142.1,166.9
323,Matheus & Kauan,8299.8,4.004,6586.7,4683.8,1713.0
324,Sfera Ebbasta,8277.4,4.287,3720.7,2088.3,4556.7
325,My Chemical Romance,8207.2,4.353,8207.2,8165.9,
326,Anderson .Paak,8153.4,2.796,2119.2,1015.1,6034.2
327,NAV,8121.8,1.516,5293.9,1752.4,2828.0
328,Nickelback,8037.4,4.773,8037.4,7985.8,
329,NLE Choppa,8001.7,3.368,6195.8,3815.5,1805.9
330,Luke Bryan,7970.1,3.585,6787.0,6690.5,1183.1
331,Tove Lo,7964.5,1.962,5075.7,3747.2,2888.8
332,Juanes,7939.9,2.707,4235.6,3410.1,3704.3
333,Central Cee,7901.6,5.125,5276.2,4249.5,2625.5
334,Yeat,7899.3,3.605,7124.9,6171.4,774.4
335,Plan B,7867.4,5.229,5350.7,4730.5,2516.7
336,Florence + The Machine,7840.1,3.31,7416.1,6882.0,424.1
337,Burna Boy,7839.6,4.784,4686.9,3429.8,3152.7
338,Mac DeMarco,7814.5,5.147,7723.2,7709.3,91.3
339,Muse,7814.4,2.931,7808.4,7777.5,6.1
340,Maná,7791.1,4.585,7689.4,6053.6,101.7
341,Jonas Brothers,7780.4,2.105,5992.5,5736.3,1787.9
342,Jennifer Lopez,7737.2,3.232,6364.1,2349.3,1373.2
343,Prince Royce,7709.5,2.609,5318.6,3526.2,2391.0
344,Bonez MC,7681.9,3.473,4186.7,1021.6,3495.2
345,Danny Ocean,7672.9,6.51,5983.8,5408.1,1689.1
346,T.I.,7669.6,3.149,3875.5,1462.1,3794.1
347,6ix9ine,7666.3,1.492,6220.3,2108.5,1446.1
348,Cartel De Santa,7607.2,3.459,7042.2,4766.3,565.0
349,Lost Frequencies,7584.3,4.989,7216.8,1678.8,367.6
350,Jack Johnson,7582.0,2.373,7240.9,7020.2,341.2
351,Niall Horan,7576.0,1.732,6132.2,5739.1,1443.8
352,Bruce Springsteen,7535.3,2.927,7387.6,7373.4,147.7
353,Glass Animals,7533.0,2.753,7521.1,6999.9,11.9
354,Timbaland,7496.3,4.586,3363.7,26.6,4132.6
355,Felix Jaehn,7493.7,2.074,3284.4,50.1,4209.3
356,Whitney Houston,7484.2,3.146,6355.1,5659.3,1129.1
357,Amy Winehouse,7455.5,2.89,6601.4,6443.7,854.1
358,DJ Luian,7451.8,3.269,1057.8,,6393.9
359,Billy Joel,7435.3,4.433,7377.5,7338.9,57.8
360,GIVĒON,7431.5,3.679,4424.3,4357.2,3007.2
361,Chase Atlantic,7405.7,6.05,7348.1,6833.9,57.7
362,El Alfa,7392.1,4.414,4067.4,508.7,3324.8
363,Juicy J,7380.8,2.015,1720.0,139.0,5660.8
364,Hans Zimmer,7375.4,3.812,6706.8,4157.2,668.6
365,Fetty Wap,7372.7,1.995,4710.9,2726.2,2661.7
366,Rae Sremmurd,7326.5,1.304,6579.1,3695.3,747.4
367,Avril Lavigne,7324.6,3.648,7121.3,6782.3,203.4
368,Tito Double P,7278.5,15.492,4742.3,1724.9,2536.2
369,Alejandro Fernández,7262.9,3.822,6561.0,5371.8,701.9
370,Mark Ronson,7258.0,2.571,5250.1,10.2,2007.9
371,La Arrolladora Banda El Limón De Rene Camacho,7238.6,6.414,7180.9,7097.8,57.6
372,Stevie Wonder,7224.5,2.753,6664.5,6451.4,560.0
373,Kings of Leon,7213.5,3.002,7213.5,7196.8,
374,SEVENTEEN,7209.0,6.561,7163.6,7055.4,45.4
375,Kelly Clarkson,7193.1,1.886,6773.6,6325.1,419.5
376,Mambo Kingz,7150.5,3.146,299.6,1.1,6850.9
377,Rita Ora,7147.0,1.312,3368.9,2628.4,3778.2
378,Piso 21,7131.5,3.155,6452.0,1455.6,679.5
379,Vishal-Shekhar,7119.9,5.937,6876.0,9.7,243.9
380,6LACK,7114.1,1.683,3293.0,2188.5,3821.2
381,The Script,7111.4,3.697,7086.8,5314.3,24.6
382,Nate Dogg,7109.1,3.091,1098.0,195.5,6011.1
383,Clairo,7099.8,4.669,5472.1,5194.9,1627.7
384,Bon Iver,7078.5,2.667,4930.2,4342.6,2148.3
385,Alejandro Sanz,7034.4,5.423,5042.9,3951.6,1991.5
386,Jess Glynne,7020.1,2.504,2827.3,2506.4,4192.7
387,Vance Joy,7015.2,2.901,6848.7,6747.8,166.5
388,Alesso,7004.5,2.168,4019.1,749.7,2985.4
389,Julión Álvarez y su Norteño Banda,6999.0,6.297,6872.0,6840.5,126.9
390,ScHoolboy Q,6994.4,2.067,4242.3,1526.1,2752.1
391,RAYE,6992.3,3.441,2678.3,855.6,4314.0
392,Alfredo Olivas,6986.2,4.58,6410.6,6334.5,575.6
393,The Offspring,6974.7,3.216,6974.7,6866.1,
394,Aerosmith,6966.6,2.85,6678.3,6670.7,288.2
395,RAF Camora,6945.8,3.2,3020.1,1388.2,3925.7
396,TINI,6938.3,3.17,5031.8,1577.8,1906.6
397,Jimin,6897.7,6.306,6299.0,5575.9,598.7
398,Disclosure,6875.2,2.606,5191.0,710.0,1684.3
399,Kevin Gates,6872.7,2.138,5712.8,4978.3,1159.9
400,Calibre 50,6865.1,2.955,6300.5,5804.4,564.6
401,Kane Brown,6845.8,2.543,4511.5,2845.6,2334.3
402,Brytiago,6818.5,3.259,2492.7,146.1,4325.8
403,Gabito Ballesteros,6808.5,6.231,2501.2,562.2,4307.3
404,Bee Gees,6787.4,3.169,6688.0,6536.2,99.4
405,Backstreet Boys,6781.1,3.035,6457.4,6431.9,323.7
406,Jay Wheeler,6776.6,3.077,4049.2,736.8,2727.4
407,Rod Wave,6738.7,3.36,6482.1,5418.4,256.6
408,Eslabon Armado,6721.2,3.766,6023.1,3005.1,698.1
409,Dave,6714.6,3.046,5840.1,2171.2,874.5
410,H.E.R.,6688.6,2.297,3480.6,2019.2,3208.1
411,Rex Orange County,6674.3,3.076,6101.6,5432.2,572.7
412,Joan Sebastian,6673.0,4.059,6583.7,5576.1,89.3
413,Mumford & Sons,6670.8,2.024,6563.7,6307.3,107.2
414,Oscar Maydon,6658.6,9.482,3924.5,335.7,2734.1
415,Five Finger Death Punch,6657.7,1.95,6654.4,6188.9,3.4
416,Maiara & Maraisa,6653.2,1.809,2475.1,2095.1,4178.1
417,Tanishk Bagchi,6639.0,3.735,1911.9,2.1,4727.1
418,Eagles,6625.8,2.89,6625.8,6625.8,
419,The Strokes,6623.8,2.985,6623.8,6595.8,
420,MØ,6613.1,1.452,1565.0,1246.4,5048.1
421,Disturbed,6597.2,2.777,6597.2,6041.3,
422,Gracie Abrams,6569.1,9.439,6257.4,6039.0,311.7
423,Ricardo Arjona,6566.8,3.06,6555.4,5889.7,11.4
424,KHEA,6549.9,2.402,3039.7,563.7,3510.2
425,Benson Boone,6537.5,11.697,6537.5,6511.1,
