,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total,Region
6225,Joji - Daylight,1,,178,,10956,10956,Slovakia
6226,Mustard - Ballin',1,,138,,10950,10950,Slovakia
6227,J. Cole - Deja Vu,3,,91,,4753,10938,Slovakia
6228,AstralKid22 - BEAMER,1,,197,,10937,10937,Slovakia
6229,Redfoo - New Thang,5,,58,,2483,10909,Slovakia
6230,Bring Me The Horizon - 1x1,1,,200,,10908,10908,Slovakia
6231,Juice WRLD - Fighting Demons,1,,171,,10904,10904,Slovakia
6232,FoKuS - Pepol,1,,172,,10894,10894,Slovakia
6233,AstralKid22 - 2:20,1,,185,,10893,10893,Slovakia
6234,Simfono - Simfono - Instrumental version,1,,173,,10889,10889,Slovakia
6235,Hajkino - Brajla,1,,174,,10888,10888,Slovakia
6236,Klepo - Klepti,1,,179,,10887,10887,Slovakia
6237,Kokipo - Malaro - Instrumental Version,1,,177,,10887,10887,Slovakia
6238,Flokip - Fragolinko - Instrumental version,1,,178,,10887,10887,Slovakia
6239,Pickal - Fejdal,1,,176,,10887,10887,Slovakia
6240,Gallgal - Galgima,1,,175,,10887,10887,Slovakia
6241,Fisko - Pokola,1,,186,,10886,10886,Slovakia
6242,Palis - Vypal - Instrumental version,1,,184,,10886,10886,Slovakia
6243,Lakinosk - Lajlos,1,,185,,10886,10886,Slovakia
6244,Tomas Kokot - Pracho,1,,183,,10886,10886,Slovakia
6245,Filas - Lompo,1,,182,,10886,10886,Slovakia
6246,Evgana - Evgalar,1,,181,,10886,10886,Slovakia
6247,Poldec - Poldec,1,,180,,10886,10886,Slovakia
6248,Pompis - Pakora,1,,193,,10885,10885,Slovakia
6249,Snehllak - Sluchalla,1,,192,,10885,10885,Slovakia
6250,Rerla - Vilagos,1,,191,,10885,10885,Slovakia
6251,Mackola - Mackol,1,,194,,10885,10885,Slovakia
6252,Molera - Bestclap,1,,190,,10885,10885,Slovakia
6253,Ojeka - Halaros,1,,189,,10885,10885,Slovakia
6254,Falo - Filak,1,,188,,10885,10885,Slovakia
6255,Rerkol - Reramko,1,,187,,10885,10885,Slovakia
6256,STEIN27 - Descent,1,,152,,10884,10884,Slovakia
6257,Ajlitol - Ejpol,1,,199,,10884,10884,Slovakia
6258,Pinas - Pinar,1,,198,,10884,10884,Slovakia
6259,5 Seconds of Summer - Wildflower,1,,156,,10884,10884,Slovakia
6260,Kallop - Kolispo - Instrumental version,1,,197,,10884,10884,Slovakia
6261,Srajlon - Srajlon,1,,196,,10884,10884,Slovakia
6262,Tomas Trapal - Karlao,1,,200,,10883,10883,Slovakia
6263,Majk Spirit - HOT HOT,1,,151,,10879,10879,Slovakia
6264,Hasan - Modrá záře,1,,83,,10876,10876,Slovakia
6265,Demi Lovato - Really Don't Care,5,,30,,2522,10858,Slovakia
6266,Lil Uzi Vert - That Way,1,,146,,10851,10851,Slovakia
6267,Vladimir Cauchemar - Aulos Reloaded,2,,150,,6029,10845,Slovakia
6268,STEIN27 - Naděje,1,,117,,10821,10821,Slovakia
6269,Pharrell Williams - Come Get It Bae,5,,37,,2335,10819,Slovakia
6270,Carpenters - Silent Night,2,,118,,5844,10796,Slovakia
6271,Lulleaux - Contact,3,,143,,3963,10782,Slovakia
6272,Fall Out Boy - Uma Thurman,5,,24,,4256,10759,Slovakia
6273,Konex - OKOLO MESTA,1,,110,,10733,10733,Slovakia
6274,Lil Uzi Vert - Silly Watch,1,,153,,10721,10721,Slovakia
6275,Michael Bublé - All I Want for Christmas Is You,6,,83,,2948,10717,Slovakia
6276,Flume - Say It,4,,134,,3019,10714,Slovakia
6277,Pil C - Unavený,3,,62,,4791,10690,Slovakia
6278,Samey - Noci a Rana,1,,46,,10673,10673,Slovakia
6279,alt-J - Every Other Freckle,9,,86,,1503,10660,Slovakia
6280,mgk - all I know,1,,190,,10657,10657,Slovakia
6281,Skylar Grey - Wreak Havoc,5,,93,,2761,10656,Slovakia
6282,Medial Banana - Staré Časy,1,,142,,10656,10656,Slovakia
6283,Momo - Chcem Von,1,,114,,10656,10656,Slovakia
6284,Katy Perry - Birthday,5,,35,,2303,10634,Slovakia
6285,Mac Miller - I Can See,1,,168,,10614,10614,Slovakia
6286,Raaban - Bad Boy,2,,108,,5681,10612,Slovakia
6287,Pil C - Peepshow,3,,65,,4670,10597,Slovakia
6288,Halsey - Strangers,2,,65,,6122,10595,Slovakia
6289,AstralKid22 - VIEM,1,,146,,10586,10586,Slovakia
6290,Fifth Harmony - He Like That,3,,97,,4730,10580,Slovakia
6291,Kay Starr - The Man with the Bag,2,,122,,5570,10571,Slovakia
6292,Lil Peep - hellboy,1,,195,,10569,10569,Slovakia
6293,Gleb - Blbe Pribehy,2,,55,,7229,10564,Slovakia
6294,Konex - ĎALŠÍ DEŇ,1,,113,,10563,10563,Slovakia
6295,Gleb - Podme Dalej,2,,56,,7056,10562,Slovakia
6296,Rammstein - WAS ICH LIEBE,1,,93,,10561,10561,Slovakia
6297,Outkast - Hey Ya! - Radio Mix / Club Mix,8,,169,,1411,10561,Slovakia
6298,Fallgrapp - Keď padal sneh,1,,152,,10555,10555,Slovakia
6299,Kendrick Lamar - Big Shot,2,,97,,6124,10554,Slovakia
6300,Karlo - Ela Ela,1,,174,,10551,10551,Slovakia
6301,Juice WRLD - Stay High,1,,180,,10544,10544,Slovakia
6302,Justin Bieber - No Sense,4,,56,,4248,10541,Slovakia
6303,The Weeknd - In Your Eyes,1,,149,,10535,10535,Slovakia
6304,Olly Alexander (Years & Years) - Shine,8,,98,,1558,10530,Slovakia
6305,Foo Fighters - The Sky Is A Neighborhood,3,,115,,4145,10519,Slovakia
6306,"Maroon 5 - Moves Like Jagger - Studio Recording From ""The Voice"" Performance",10,,119,,1103,10513,Slovakia
6307,Kali - Čo S Nimi,3,,110,,4190,10492,Slovakia
6308,Decky - C.D.H.D. [cesta do hloubi duše],1,,120,,10465,10465,Slovakia
6309,Lil Uzi Vert - Futsal Shuffle 2020 - Bonus Track,1,,166,,10455,10455,Slovakia
6310,Calin - Nemám dost,1,,157,,10451,10451,Slovakia
6311,JESSIA - I'm not Pretty,1,,199,,10441,10441,Slovakia
6312,Fobia Kid - Cookie Monster,1,,121,,10432,10432,Slovakia
6313,One Direction - I Want to Write You a Song,3,,31,,6149,10432,Slovakia
6314,One Direction - Hey Angel,3,,30,,6388,10431,Slovakia
6315,Fobia Kid - Ice Tea,1,,165,,10425,10425,Slovakia
6316,Viktor Sheen - Andělé skit,1,,97,,10421,10421,Slovakia
6317,Travis Scott - ASTROTHUNDER,1,,67,,10411,10411,Slovakia
6318,AstralKid22 - POĎ SEM,1,,157,,10399,10399,Slovakia
6319,Issam Alnajjar - Hadal Ahbek,1,,198,,10392,10392,Slovakia
6320,John Newman - Come And Get It,8,,92,,1714,10388,Slovakia
6321,Avicii - You Be Love,2,,110,,7276,10380,Slovakia
6322,CA$HANOVA BULHAR - Zlatej Kluk,1,,200,,10377,10377,Slovakia
6323,6ix9ine - NINI,1,,186,,10374,10374,Slovakia
6324,Anitta - Me Gusta,1,,196,,10370,10370,Slovakia
6325,Jorja Smith - I Am,2,,102,,5966,10367,Slovakia
6326,Kygo - ID - Ultra Music Festival Anthem,3,,19,,4733,10355,Slovakia
6327,Majk Spirit - Len Človek,1,,113,,10343,10343,Slovakia
6328,MILION+ - RODINA,1,,99,,10339,10339,Slovakia
6329,Adele - Make You Feel My Love,7,,121,,1599,10338,Slovakia
6330,Rida Radar - Boyz,1,,133,,10334,10334,Slovakia
6331,Paulie Garand - Oddanost,1,,100,,10328,10328,Slovakia
6332,Karlo - Kua Kua,2,,64,,5969,10310,Slovakia
6333,Yzomandias - 666,1,,105,,10303,10303,Slovakia
6334,Avicii - Heart Upon My Sleeve,1,,94,,10287,10287,Slovakia
6335,Majk Spirit - Michael,1,,114,,10282,10282,Slovakia
6336,Lil Nas X - C7osure (You Like),1,,90,,10280,10280,Slovakia
6337,ZHU - Faded,8,,79,,1574,10270,Slovakia
6338,Juice WRLD - Screw Juice,1,,187,,10265,10265,Slovakia
6339,Rusted Root - Send Me On My Way,8,,174,,1409,10239,Slovakia
6340,Khalid - Don't Pretend,1,,92,,10234,10234,Slovakia
6341,J Balvin - Machika - Remix,2,,151,,5290,10230,Slovakia
6342,Yzomandias - Dlouhá Noc,1,,108,,10224,10224,Slovakia
6343,Dame - Pozri Sa Teraz,2,,133,,5452,10217,Slovakia
6344,Kygo - The Truth,1,,163,,10216,10216,Slovakia
6345,Drake - Chicago Freestyle,1,,168,,10215,10215,Slovakia
6346,Juice WRLD - Man Of The Year,1,,190,,10209,10209,Slovakia
6347,Juice WRLD - I Want It,1,,191,,10200,10200,Slovakia
6348,Kendrick Lamar - BLOOD.,2,,54,,7226,10196,Slovakia
6349,ScHoolboy Q - Floating,1,,95,,10179,10179,Slovakia
6350,Rida Radar - Ganja Neni Fet,1,,140,,10155,10155,Slovakia
6351,Travis Scott - WHO? WHAT!,1,,69,,10150,10150,Slovakia
6352,Dame - Nepočujem,2,,137,,5304,10132,Slovakia
6353,Kina - Wish I Was Better,1,,200,,10125,10125,Slovakia
6354,Ego - Papuľa,1,,93,,10123,10123,Slovakia
6355,Sam Smith - One Last Song,2,,69,,6551,10111,Slovakia
6356,Justin Bieber - Confirmation,1,,171,,10103,10103,Slovakia
6357,One Direction - Where Do Broken Hearts Go,5,,47,,2536,10089,Slovakia
6358,Avicii - Pure Grinding,6,,65,,2524,10088,Slovakia
6359,Lady Gaga - Free Woman,1,,171,,10081,10081,Slovakia
6360,Samuel Kim - Toss a Coin to Your Witcher,1,,171,,10054,10054,Slovakia
6361,Drake - Sneakin’,4,,73,,3573,10051,Slovakia
6362,Juice WRLD - Can't Die,1,,196,,10046,10046,Slovakia
6363,Juice WRLD - Up Up And Away,1,,197,,10039,10039,Slovakia
6364,Lana Del Rey - 13 Beaches,2,,74,,6886,10022,Slovakia
6365,BTS - My Time,1,,168,,10008,10008,Slovakia
6366,"Tyler, The Creator - IGOR'S THEME",1,,102,,10001,10001,Slovakia
6367,Major Lazer - Particula,3,,124,,3675,10000,Slovakia
6368,Selena Gomez - Cut You Off,1,,173,,9995,9995,Slovakia
6369,Niall Horan - Black And White,1,,198,,9987,9987,Slovakia
6370,Of Monsters and Men - Little Talks,9,,147,,1232,9975,Slovakia
6371,Yzomandias - Take Over,1,,113,,9972,9972,Slovakia
6372,Yzomandias - Balla Balla,1,,114,,9936,9936,Slovakia
6373,Fergie - M.I.L.F. $,6,,136,,1931,9901,Slovakia
6374,Omarion - Post to Be,6,,87,,1748,9897,Slovakia
6375,NATTI NATASHA - Criminal,3,,176,,3409,9872,Slovakia
6376,Karlo - MilkyWay,2,,61,,6071,9864,Slovakia
6377,BTS - Jamais Vu,1,,99,,9840,9840,Slovakia
6378,"Tyler, The Creator - NEW MAGIC WAND",1,,109,,9829,9829,Slovakia
6379,Taylor Swift - the last great american dynasty,1,,195,,9823,9823,Slovakia
6380,"Tyler, The Creator - RUNNING OUT OF TIME",1,,110,,9810,9810,Slovakia
6381,Young Thug - Gang Up,3,,109,,3642,9802,Slovakia
6382,N.E.R.D - Lemon,2,,81,,5528,9801,Slovakia
6383,Radiohead - Burn the Witch,5,,73,,2860,9797,Slovakia
6384,SOB X RBE - Paramedic!,2,,114,,5480,9783,Slovakia
6385,Yzomandias - Kamufláž,1,,118,,9780,9780,Slovakia
6386,Pil C - Deň Za Dňom,3,,73,,4329,9767,Slovakia
6387,Pop Smoke - Got It On Me,1,,177,,9764,9764,Slovakia
6388,Ektor - Gram Pod Nosem,1,,178,,9760,9760,Slovakia
6389,Majk Spirit - MARVIN,1,,178,,9757,9757,Slovakia
6390,Emeli Sandé - Hurts,4,,87,,2997,9749,Slovakia
6391,Pil C - Mám Piči,3,,66,,4603,9748,Slovakia
6392,Dokkeytino - Nikdy Bacc,1,,194,,9745,9745,Slovakia
6393,Yzomandias - Emma a Hanna,1,,122,,9730,9730,Slovakia
6394,Timeflies - All The Way,5,,36,,2161,9720,Slovakia
6395,Metallica - Moth Into Flame,4,,87,,3876,9715,Slovakia
6396,Major Lazer - Titans,1,,197,,9715,9715,Slovakia
6397,Alle Farben - H.O.L.Y.,2,,173,,4858,9710,Slovakia
6398,BTS - We are Bulletproof : the Eternal,1,,186,,9702,9702,Slovakia
6399,Nat King Cole Trio - All I Want For Christmas (Is My Two Front Teeth) - Remastered,2,,143,,5086,9700,Slovakia
6400,Alan Murin - Vypínam,1,,178,,9693,9693,Slovakia
6401,Yzomandias - HaBiBi,1,,123,,9679,9679,Slovakia
6402,PSY - DADDY ft. CL of 2NE1,5,,82,,2303,9674,Slovakia
6403,Pop Smoke - Gangstas,1,,182,,9643,9643,Slovakia
6404,Jidenna - Classic Man,6,,75,,1954,9641,Slovakia
6405,XXXTENTACION - what are you so afraid of,1,,125,,9632,9632,Slovakia
6406,Nicki Minaj - MEGATRON,1,,124,,9628,9628,Slovakia
6407,Kendrick Lamar - FEAR.,2,,65,,6265,9625,Slovakia
6408,Lauv - Who,1,,192,,9625,9625,Slovakia
6409,XXXTENTACION - STARING AT THE SKY,1,,126,,9622,9622,Slovakia
6410,Harry Styles - Meet Me in the Hallway,2,,67,,5440,9613,Slovakia
6411,Alexander 23 - IDK You Yet,1,,182,,9607,9607,Slovakia
6412,Majk Spirit - Karel / Fialové Mosty,1,,129,,9583,9583,Slovakia
6413,ItaloBrothers - Inside Out,2,,139,,4941,9582,Slovakia
6414,Kygo - Broken Glass,1,,193,,9582,9582,Slovakia
6415,Yzomandias - Platim,1,,126,,9572,9572,Slovakia
6416,DJ Khaled - Gold Slugs,5,,70,,2580,9571,Slovakia
6417,Kodak Black - Tunnel Vision,3,,123,,3553,9557,Slovakia
6418,Majk Spirit - Zenit,1,,131,,9556,9556,Slovakia
6419,Rammstein - DIAMANT,1,,113,,9555,9555,Slovakia
6420,Bazzi - Young & Alive,1,,195,,9553,9553,Slovakia
6421,Pop Smoke - Aim For The Moon,1,,186,,9546,9546,Slovakia
6422,Coldplay - Miracles (Someone Special),2,,77,,6206,9543,Slovakia
6423,2 Chainz - Rule The World,1,,99,,9536,9536,Slovakia
6424,Medial Banana - Život ide ďalej,1,,191,,9526,9526,Slovakia
6425,Robin Zoot - Žádná Dieta,1,,195,,9524,9524,Slovakia
6426,The Kid LAROI - GO,1,,196,,9523,9523,Slovakia
6427,blink-182 - Bored To Death,5,,75,,2819,9521,Slovakia
6428,Sam Smith - Lay Me Down,3,,31,,3849,9514,Slovakia
6429,J Balvin - Dónde Estarás,2,,184,,4918,9513,Slovakia
6430,Vec - Slovak,2,,132,,5060,9507,Slovakia
6431,Medial Banana - Slnečné brýle,1,,193,,9501,9501,Slovakia
6432,One Direction - Long Way Down,3,,35,,5691,9489,Slovakia
6433,Marshmello - Ritual,4,,84,,3149,9474,Slovakia
6434,Lil Peep - Fingers,1,,94,,9474,9474,Slovakia
6435,Nicki Minaj - Only,7,,36,,3097,9472,Slovakia
6436,Eminem - Like Home,1,,65,,9470,9470,Slovakia
6437,OMI - Masterpiece,2,,150,,5109,9464,Slovakia
6438,Fobia Kid - Pikachu,1,,198,,9447,9447,Slovakia
6439,Tiësto - Summer Nights,5,,97,,2569,9444,Slovakia
6440,Konex - V DAŽDI,1,,139,,9435,9435,Slovakia
6441,Two Door Cinema Club - What You Know,3,,123,,3744,9427,Slovakia
6442,Yzomandias - Moje Backstage,1,,130,,9424,9424,Slovakia
6443,The Weeknd - Real Life,6,,73,,2092,9422,Slovakia
6444,KIDS SEE GHOSTS - 4th Dimension,1,,55,,9418,9418,Slovakia
6445,Lil Peep - White Girl,1,,95,,9410,9410,Slovakia
6446,will.i.am - Feelin' Myself,6,,44,,1823,9392,Slovakia
6447,BTS - Friends,1,,199,,9387,9387,Slovakia
6448,Lorde - Yellow Flicker Beat,6,,34,,2839,9384,Slovakia
6449,DMS - Intro,6,,114,,1967,9380,Slovakia
6450,Separ - Hood Hero - Remix,1,,195,,9380,9380,Slovakia
6451,Linkin Park - Crawling,2,,100,,5374,9362,Slovakia
6452,Little Mix - Secret Love Song,6,,120,,1887,9342,Slovakia
6453,Linkin Park - Bleed It Out,2,,80,,6292,9338,Slovakia
6454,Thirty Seconds To Mars - Dangerous Night,2,,137,,4867,9329,Slovakia
6455,Medial Banana - Môžem Všetko,1,,195,,9316,9316,Slovakia
6456,Fergie - A Little Party Never Killed Nobody (All We Got),8,,30,,1419,9314,Slovakia
6457,JAY-Z - Numb / Encore,2,,85,,6113,9314,Slovakia
6458,Travis Scott - HOUSTONFORNICATION,1,,72,,9313,9313,Slovakia
6459,Wiz Khalifa - Fr Fr,2,,184,,4669,9302,Slovakia
6460,Twenty One Pilots - Heavydirtysoul,4,,160,,2586,9296,Slovakia
6461,Kanye West - Jesus Is Lord,1,,176,,9291,9291,Slovakia
6462,5 Seconds of Summer - What I Like About You - Studio Mix,4,,50,,2667,9279,Slovakia
6463,Cobra Starship - Never Been In Love,4,,44,,2618,9265,Slovakia
6464,Shawn Mendes - Fallin' All In You,1,,59,,9261,9261,Slovakia
6465,Gleb - Antisocial,2,,74,,5799,9251,Slovakia
6466,Simon Smith - Omega,1,,140,,9240,9240,Slovakia
6467,Simon Smith - Blagaslavlaju vas,1,,141,,9238,9238,Slovakia
6468,Simon Smith - Demonic Orchestra,1,,142,,9237,9237,Slovakia
6469,Simon Smith - Silueth 2,1,,143,,9232,9232,Slovakia
6470,Simon Smith - Ra,1,,144,,9231,9231,Slovakia
6471,OMI - Cheerleader - Felix Jaehn vs Salaam Remi Remix,4,,43,,3503,9230,Slovakia
6472,Simon Smith - Snáď,1,,145,,9229,9229,Slovakia
6473,Imagine Dragons - Real Life,1,,98,,9224,9224,Slovakia
6474,Ramin Djawadi - Light of the Seven,5,,107,,2128,9223,Slovakia
6475,Simon Smith - Unofficialworld,1,,146,,9220,9220,Slovakia
6476,Momo - Outsdr,1,,172,,9218,9218,Slovakia
6477,will.i.am - Boys & Girls,6,,140,,1712,9218,Slovakia
6478,Pil C - Inhale,3,,74,,4323,9193,Slovakia
6479,P!nk - Beautiful Trauma,2,,96,,4626,9186,Slovakia
6480,The Chainsmokers - Push My Luck,1,,158,,9182,9182,Slovakia
6481,Gucci Mane - Love Thru The Computer,1,,134,,9164,9164,Slovakia
6482,Rida Radar - (M)Ona,1,,169,,9161,9161,Slovakia
6483,Olly Murs - Kiss Me,5,,94,,1954,9161,Slovakia
6484,Idina Menzel - Let It Go - English Version,4,,21,,2856,9153,Slovakia
6485,Liam Payne - Stack It Up,1,,198,,9151,9151,Slovakia
6486,Little Mix - Bounce Back,1,,119,,9140,9140,Slovakia
6487,Harry Styles - Two Ghosts,2,,73,,5189,9121,Slovakia
6488,Avicii - You Make Me,2,,49,,8085,9105,Slovakia
6489,5 Seconds of Summer - Hey Everybody!,5,,64,,2545,9101,Slovakia
6490,Beyoncé - Before I Let Go - Homecoming Live Bonus Track,1,,92,,9099,9099,Slovakia
6491,Samey - Zajtrajsok Pride Dnes,1,,58,,9093,9093,Slovakia
6492,Lana Del Rey - Cinnamon Girl,1,,141,,9086,9086,Slovakia
6493,Twenty One Pilots - Levitate,1,,88,,9085,9085,Slovakia
6494,Aanysa - Burn Break Crash,4,,118,,2446,9083,Slovakia
6495,"Yann Tiersen - Comptine d'un autre été, l'après-midi",8,,102,,1396,9081,Slovakia
6496,AFROJACK - SummerThing!,6,,90,,1644,9075,Slovakia
6497,Kali - Ale ne,1,,176,,9069,9069,Slovakia
6498,Decky - ZA JEDNU NOC,1,,157,,9028,9028,Slovakia
6499,Drake - No Long Talk,2,,75,,5487,9026,Slovakia
6500,FLETCHER - Live Young Die Free,4,,61,,2627,9018,Slovakia
6501,"Metallica - Atlas, Rise!",3,,69,,4448,9016,Slovakia
6502,One Direction - Wolves,3,,38,,5309,9008,Slovakia
6503,One Direction - Walking in the Wind,3,,42,,5250,8985,Slovakia
6504,Yzomandias - Self Made Snippet,1,,139,,8976,8976,Slovakia
6505,Major Lazer - Believer,5,,137,,2035,8965,Slovakia
6506,Offset - Legacy,1,,115,,8960,8960,Slovakia
6507,Yzomandias - Denně Vožralej,1,,140,,8949,8949,Slovakia
6508,R. City - Make Up,6,,123,,1806,8946,Slovakia
6509,Momo - Niečo Je Už Zamnou,3,,148,,3161,8931,Slovakia
6510,Khalid - Self,1,,118,,8929,8929,Slovakia
6511,Devin Dawson - Christmas Time Is Here - Recorded at Sound Emporium Nashville,1,,148,,8916,8916,Slovakia
6512,Linkin Park - Invisible,2,,96,,5509,8916,Slovakia
6513,Rammstein - WEIT WEG,1,,125,,8913,8913,Slovakia
6514,Johnny Mathis - Sleigh Ride,1,,149,,8887,8887,Slovakia
6515,Imagine Dragons - Dancing In The Dark,2,,80,,5739,8880,Slovakia
6516,Nik Tendo - KML TOUR,1,,116,,8856,8856,Slovakia
6517,Rammstein - TATTOO,1,,126,,8854,8854,Slovakia
6518,XXXTENTACION - Train food,1,,150,,8833,8833,Slovakia
6519,Juice WRLD - Lean Wit Me,2,,183,,4423,8829,Slovakia
6520,Lana Del Rey - Cherry,2,,92,,5638,8826,Slovakia
6521,Majk Spirit - Robím Čo Môžem,1,,151,,8824,8824,Slovakia
6522,Hasan - Avocado,1,,127,,8808,8808,Slovakia
6523,"Tyler, The Creator - WHAT'S GOOD",1,,127,,8808,8808,Slovakia
6524,WALLA - 101,4,,64,,2504,8785,Slovakia
6525,Demi Lovato - I'll Be Home For Christmas - Recorded at Spotify Studios NYC,2,,190,,4590,8779,Slovakia
6526,A R I Z O N A - I Was Wrong - Robin Schulz Remix,5,,183,,2611,8770,Slovakia
6527,Kendrick Lamar - GOD.,2,,69,,5716,8767,Slovakia
6528,KIDS SEE GHOSTS - Fire,1,,66,,8738,8738,Slovakia
6529,Tinashe - Pretend,5,,56,,2145,8726,Slovakia
6530,Imagine Dragons - Gold,5,,71,,2124,8711,Slovakia
6531,Majk Spirit - Dar,1,,155,,8706,8706,Slovakia
6532,Rixton - Wait On Me,7,,70,,1834,8698,Slovakia
6533,Troy Ave - Doo Doo,4,,54,,2483,8691,Slovakia
6534,"Glee Cast - Baby, It's Cold Outside (Glee Cast Version)",3,,132,,3503,8672,Slovakia
6535,Karlo - Ex,2,,79,,5068,8663,Slovakia
6536,George Ezra - Barcelona,6,,156,,1520,8661,Slovakia
6537,Eartha Kitt - Santa Baby,3,,130,,3279,8656,Slovakia
6538,A$AP Rocky - Tony Tone,1,,66,,8655,8655,Slovakia
6539,Miley Cyrus - Hands Of Love,6,,101,,1865,8644,Slovakia
6540,Eminem - Tragic Endings,1,,74,,8621,8621,Slovakia
6541,Rida Radar - Nemá Význam,1,,190,,8615,8615,Slovakia
6542,Twenty One Pilots - Legend,1,,99,,8614,8614,Slovakia
6543,Hasan - Přítomnost/Budoucnost,1,,133,,8613,8613,Slovakia
6544,Linkin Park - Sorry for Now,2,,107,,5186,8600,Slovakia
6545,Robert DeLong - Long Way Down,6,,72,,2007,8597,Slovakia
6546,Kali - Správny čas,1,,194,,8593,8593,Slovakia
6547,Avicii - Bad Reputation,1,,133,,8583,8583,Slovakia
6548,Lil Wayne - Let It Fly,1,,83,,8580,8580,Slovakia
6549,Tove Lo - Glad He's Gone,1,,125,,8572,8572,Slovakia
6550,Shaggy - Only Love,5,,78,,2136,8564,Slovakia
6551,DJ Khaled - Top Off,2,,129,,4920,8550,Slovakia
6552,Slipknot - Critical Darling,1,,127,,8544,8544,Slovakia
6553,Rida Radar - Mám Piči (Skit),1,,197,,8536,8536,Slovakia
6554,BTS - Intro : Persona,1,,129,,8516,8516,Slovakia
6555,Miley Cyrus - D.R.E.A.M.,1,,161,,8496,8496,Slovakia
6556,P!nk - Revenge,2,,83,,5403,8495,Slovakia
6557,Travis Scott - Antidote,5,,107,,2052,8487,Slovakia
6558,Sara Hartman - Monster Lead Me Home,6,,136,,1613,8475,Slovakia
6559,Red Hot Chili Peppers - The Getaway,4,,82,,3176,8470,Slovakia
6560,Thomas Rhett - Die A Happy Man,6,,112,,1677,8453,Slovakia
6561,Sam Hunt - Break Up In A Small Town,6,,124,,1590,8453,Slovakia
6562,Meghan Trainor - NO EXCUSES,2,,168,,4241,8440,Slovakia
6563,Yzomandias - Aztmj,2,,84,,5261,8437,Slovakia
6564,Majk Spirit - 33,1,,161,,8423,8423,Slovakia
6565,Harry Styles - Ever Since New York,2,,81,,4586,8409,Slovakia
6566,Sergei Barracuda - Anakonda,1,,144,,8403,8403,Slovakia
6567,Bring Me The Horizon - Ludens,1,,193,,8383,8383,Slovakia
6568,Yzomandias - Připoutej Se,1,,164,,8377,8377,Slovakia
6569,Trippie Redd - Who Needs Love,1,,197,,8376,8376,Slovakia
6570,Slipknot - Nero Forte,1,,132,,8370,8370,Slovakia
6571,One Direction - Steal My Girl - 88 Ninety's 'Raiders of the Lost Art' Remix,4,,47,,2957,8368,Slovakia
6572,Majk Spirit - Virgo,1,,164,,8361,8361,Slovakia
6573,Lil Peep - When I Lie,1,,185,,8351,8351,Slovakia
6574,KIDS SEE GHOSTS - Freeee (Ghost Town Pt. 2),1,,68,,8350,8350,Slovakia
6575,"Seth MacFarlane - Baby, It's Cold Outside",4,,53,,3880,8345,Slovakia
6576,Justin Bieber - What Do You Mean? - Acoustic,4,,80,,2893,8345,Slovakia
6577,Lana Del Rey - Love song,1,,171,,8343,8343,Slovakia
6578,Momo - Niekde Medzi Vami Som,1,,185,,8325,8325,Slovakia
6579,SJUR - Let Me Love You,3,,175,,3130,8321,Slovakia
6580,Shawn Mendes - No Promises,3,,67,,4284,8321,Slovakia
6581,The xx - Dangerous,2,,65,,5557,8319,Slovakia
6582,Tereza Kerndlová - Ve frontě na sny,1,,173,,8312,8312,Slovakia
6583,Diana Krall - Jingle Bells,4,,51,,3919,8311,Slovakia
6584,Decky - NAŠTVANÝ ŽE ZÁŘIM 2,1,,185,,8302,8302,Slovakia
6585,Lil Peep - Moving On,1,,188,,8296,8296,Slovakia
6586,Arctic Monkeys - Star Treatment,1,,67,,8287,8287,Slovakia
6587,G-Eazy - I Wanna Rock,1,,187,,8284,8284,Slovakia
6588,Zara Larsson - All the Time,1,,171,,8281,8281,Slovakia
6589,LUISA - Gangster (Bengoro),1,,175,,8257,8257,Slovakia
6590,Coleman Hell - 2 Heads,3,,32,,3803,8251,Slovakia
6591,Kygo - Never Let You Go,2,,108,,4444,8239,Slovakia
6592,G-Eazy - The Beautiful & Damned,2,,175,,4907,8236,Slovakia
6593,Maroon 5 - Feelings,4,,73,,2299,8226,Slovakia
6594,"Tyler, The Creator - A BOY IS A GUN",1,,145,,8223,8223,Slovakia
6595,XXXTENTACION - Royalty,1,,147,,8221,8221,Slovakia
6596,Avril Lavigne - Dumb Blonde,1,,144,,8218,8218,Slovakia
6597,Justin Bieber - Life Is Worth Living,3,,58,,4007,8212,Slovakia
6598,NF - Leave Me Alone,1,,141,,8203,8203,Slovakia
6599,Miley Cyrus - Wrecking Ball,7,2.0,9,,1350,8197,Slovakia
6600,Decky - PANORAMA,1,,191,,8179,8179,Slovakia
6601,Handsome Ghost - Eyes Wide,5,,129,,1905,8155,Slovakia
6602,Jack & Jack - Like That,3,,39,,3170,8140,Slovakia
6603,Matthew Koma - So F**kin' Romantic,5,,63,,2355,8139,Slovakia
6604,Decky - NENÍ ČAS,1,,192,,8132,8132,Slovakia
6605,Sofi Tukker - Best Friend,2,,158,,4315,8129,Slovakia
6606,The xx - Say Something Loving,2,,63,,5801,8129,Slovakia
6607,Yzomandias - Sorry Kotě,1,,170,,8114,8114,Slovakia
6608,Twenty One Pilots - Leave The City,1,,102,,8096,8096,Slovakia
6609,Kendrick Lamar - DUCKWORTH.,2,,71,,5409,8091,Slovakia
6610,Martin Garrix - Home,1,,147,,8089,8089,Slovakia
